********************
Experiment,   Pi_Causal_5b
163334,35 66 
163341,32 69 
166027,02 68 
166228,1 74 
166228,1 65 
166228,1 3 
166721,29 66 
166727,35 69 
170246,74 68 
183782,27 74 
183782,27 65 
183782,27 3 
184221,86 66 
184223,92 69 
185197,14 75 
185878,28 66 
185891,85 69 
187344,67 75 
187874,24 64 
187877,17 68 
187963,44 74 
187963,44 4 
188254 66 
188260,44 69 
191913,53 75 
192909,67 64 
192914,07 68 
195636,39 74 
195636,39 65 
195636,39 3 
196534,28 66 
196549,97 69 
199652,43 68 
204204,79 74 
204204,79 65 
204204,79 3 
204690,45 66 
204706,14 69 
208225,76 68 
209136,46 74 
209136,46 65 
209136,46 3 
209966,12 66 
209976,84 69 
213146,22 68 
213332,31 74 
213332,31 65 
213332,31 3 
214146,37 66 
214163,37 69 
214273,8 75 
214382,14 66 
214396,92 69 
214506,62 75 
214665,84 66 
214680,51 69 
216756,25 75 
216866,45 66 
216882,14 69 
216937,75 75 
217007,74 66 
217015,6 69 
217149,68 75 
217426,02 64 
217432,84 68 
219273,08 74 
219273,08 65 
219273,08 3 
219326,14 66 
219334,15 69 
220556,4 75 
220901,67 66 
220918,84 69 
221504,71 75 
221806,04 66 
221819,59 69 
221988,42 75 
222150,16 66 
222152,93 69 
222586,01 75 
222757,91 66 
222769,97 69 
223061,25 75 
223166,21 66 
223170,56 69 
223287,18 68 
223932,07 74 
223932,07 65 
223932,07 3 
224170,05 66 
224187,68 69 
225575,74 75 
225685,99 66 
225688,94 69 
226120,83 75 
226337,81 66 
226340,11 69 
226624,86 75 
226870,06 66 
226873,18 69 
227260,01 75 
227493,87 66 
227506,94 69 
227648,8 75 
227809,83 66 
227823,83 69 
227940,68 68 
228481,91 74 
228481,91 4 
228553,86 66 
228557,7 69 
228785,93 75 
229049,78 66 
229058,11 69 
229504,17 75 
229565,24 66 
229575,18 69 
232280,09 75 
232703,21 64 
232710,94 68 
235577,61 74 
235577,61 65 
235577,61 3 
235833,38 66 
235846,61 69 
237077,42 75 
237509,89 66 
237514,86 69 
239582,87 68 
239805,62 74 
239805,62 65 
239805,62 3 
240133,88 66 
240149,84 69 
240470,89 75 
241014,77 66 
241017,73 69 
243819,39 68 
244548,75 74 
244548,75 65 
244548,75 3 
244713,72 66 
244720,22 69 
244812,91 75 
244974,13 66 
244986,95 69 
245896,51 75 
246070,69 66 
246087,78 69 
246501,7 75 
246730,04 66 
246738,25 69 
247117,64 75 
247349,75 66 
247355,47 69 
248556,59 68 
249626,93 74 
249626,93 65 
249626,93 3 
249853,77 66 
249857,29 69 
250192,45 75 
250427 66 
250441,11 69 
251508,6 75 
251562,58 66 
251575,28 69 
251992,61 75 
252209,79 66 
252225,78 69 
253643,83 68 
253770,94 74 
253770,94 65 
253770,94 3 
253993,88 66 
254010,41 69 
254216,04 75 
254329,4 66 
254344,05 69 
254471,81 75 
254550,05 66 
254560,92 69 
254973,86 75 
255062,07 66 
255077,95 69 
257077,17 75 
257226,07 66 
257229,59 69 
257578,1 75 
257629,87 66 
257646,57 69 
257780,16 68 
258448,5 74 
258448,5 65 
258448,5 3 
258693,79 66 
258697,37 69 
259544,47 75 
259641,27 66 
259648,16 69 
261188,71 75 
261266,21 66 
261282,7 69 
261668,68 75 
261989,86 66 
261999,9 69 
262080,72 75 
262265,76 66 
262283,45 69 
262467,1 68 
262702,14 74 
262702,14 65 
262702,14 3 
262933,93 66 
262950,7 69 
266720,2 68 
268276,02 74 
268276,02 65 
268276,02 3 
268545,9 66 
268554,84 69 
272291,2 68 
272528,77 74 
272528,77 65 
272528,77 3 
272866,13 66 
272874,82 69 
276544,54 68 
277398,13 74 
277398,13 65 
277398,13 3 
277601,86 66 
277611,77 69 
281414,91 68 
283012,04 74 
283012,04 65 
283012,04 3 
283178,53 66 
283182,78 69 
287019,21 68 
300981,44 74 
300981,44 65 
300981,44 3 
301390,08 66 
301396,58 69 
304228,34 75 
304841,56 66 
304849,27 69 
304957,47 75 
305567,42 64 
305583,19 68 
307303,61 202
307303,61 155
307303,61 175
308301,99 68 
308303,95 74 
308303,95 65 
308303,95 3 
309037,97 66 
309052,75 69 
309516,97 75 
309729,76 66 
309736,42 69 
310360,4 75 
310509,8 66 
310520,36 69 
310901,92 75 
311045,75 66 
311054,02 69 
312338,64 68 
313131,99 74 
313131,99 65 
313131,99 3 
313902,88 66 
313906,15 69 
315728,34 75 
316014,12 66 
316024,47 69 
317142,21 68 
317313,45 74 
317313,45 4 
317442,75 66 
317458,83 69 
317601,54 75 
317678,82 66 
317692,39 69 
318035,92 75 
318130,37 66 
318142,74 69 
318449,26 75 
318573,66 66 
318576,62 69 
319078,14 75 
319427,78 66 
319443,9 69 
319537,28 75 
319983,06 66 
319994,14 69 
321328,59 68 
322616,82 74 
322616,82 4 
323142,3 66 
323146,54 69 
324431,56 75 
324682,51 66 
324697,93 69 
325881,14 75 
326338,27 66 
326349 69 
326632,83 68 
328980,13 74 
328980,13 4 
329191,02 66 
329201,21 69 
332987,43 68 
339028,48 74 
339028,48 4 
339557,88 66 
339575,69 69 
343045,15 68 
347640,32 74 
347640,32 65 
347640,32 3 
347774,09 66 
347781,96 69 
351651,88 68 
352052,95 74 
352052,95 65 
352052,95 3 
352226,44 66 
352235,61 69 
356071,85 68 
357523,48 74 
357523,48 65 
357523,48 3 
358053,76 66 
358056,68 69 
359001,9 65 
359001,9 1 
361301,83 65 
361301,83 1 
361542,88 68 
371001,95 65 
371001,95 1 
374601,82 65 
374601,82 1 
375701,86 65 
375701,86 1 
387702,07 65 
387702,07 1 
396101,85 65 
396101,85 1 
406996,16 74 
406996,16 65 
406996,16 3 
407374,93 66 
407377,68 69 
408784,46 75 
408935,11 66 
408945,36 69 
411013,81 68 
411077,52 74 
411077,52 4 
411722,87 66 
411730,76 69 
411810,66 75 
411965,84 66 
411981,12 69 
415083,64 68 
418211,76 74 
418211,76 4 
418793,68 66 
418803,22 69 
422222,3 68 
422932,18 74 
422932,18 4 
423150 66 
423156,41 69 
426942,53 68 
429337,53 74 
429337,53 65 
429337,53 3 
430126,4 66 
430128,22 69 
433144,19 75 
433989,27 64 
433997,82 68 
434121,44 74 
434121,44 4 
434626,38 66 
434631,71 69 
435282,81 75 
435454,71 66 
435465,6 69 
437540,81 75 
437929,67 66 
437934,67 69 
438134,44 68 
445224,61 74 
445224,61 4 
445933,71 66 
445940,31 69 
448196,06 75 
448301,85 66 
448308,72 69 
449242,92 68 
455024,39 74 
455024,39 4 
455193,67 66 
455197,24 69 
457609,24 75 
457718,2 66 
457732,56 69 
459033,69 68 
462501,93 65 
462501,93 1 
463301,71 65 
463301,71 1 
483901,85 65 
483901,85 1 
488001,87 65 
488001,87 1 
492701,98 65 
492701,98 1 
496856,44 74 
496856,44 65 
496856,44 3 
496997,69 66 
497012,47 69 
499901,93 65 
499901,93 1 
500865,66 68 
505302,48 65 
505302,48 1 
508601,18 74 
508601,18 65 
508601,18 3 
508722,01 66 
508738,09 69 
512001,79 65 
512001,79 1 
512607,85 68 
514904,44 74 
514904,44 65 
514904,44 3 
515366,79 66 
515376,51 69 
516189,79 75 
516321,67 66 
516327,39 69 
518653,72 75 
518708,93 66 
518712,45 69 
518912,62 68 
523845,22 74 
523845,22 4 
524345,91 66 
524350,22 69 
527852,87 68 
528901,73 65 
528901,73 1 
535932,06 74 
535932,06 65 
535932,06 3 
536339,15 66 
536342,51 69 
538712,25 75 
538970,54 66 
538977,9 69 
539532,23 75 
539677,75 66 
539695,08 69 
539945,62 68 
540288,4 74 
540288,4 65 
540288,4 3 
540433,96 66 
540445,63 69 
541062,08 75 
541102,96 66 
541113,5 69 
541516,12 75 
541575,22 66 
541580,73 69 
543117,03 75 
543217,66 66 
543231,15 69 
544299,26 68 
549276,52 74 
549276,52 4 
550249,65 66 
550253,09 69 
553128,18 75 
553829,67 64 
553839,24 68 
560048,4 74 
560048,4 65 
560048,4 3 
561184,74 66 
561194,84 69 
561300,55 75 
561402,56 66 
561411,68 69 
563345,09 75 
563411,75 66 
563413,31 69 
563552,58 75 
563699,89 66 
563713,41 69 
563856,37 75 
563930,33 66 
563946,94 69 
564063,87 68 
564896,13 74 
564896,13 65 
564896,13 3 
564959,29 66 
564964,59 69 
566612,04 75 
566753,29 66 
566766,08 69 
567548,17 75 
568018,75 66 
568033,39 69 
568918,05 68 
568965,14 74 
568965,14 4 
569141,61 66 
569150,94 69 
569488,17 75 
569590,81 66 
569601,44 69 
570102,48 75 
570192,14 66 
570201,84 69 
572301,76 65 
572301,76 1 
572568,52 75 
572792,99 66 
572803,68 69 
572970,77 68 
575496,12 74 
575496,12 4 
576057,34 66 
576072,84 69 
576224,37 75 
576353,41 66 
576356,48 69 
576389,62 75 
576490,11 66 
576506,5 69 
578360,74 75 
578553,58 66 
578558,5 69 
578713,11 75 
578863,27 66 
578875 69 
579509,1 68 
582239,96 74 
582239,96 65 
582239,96 3 
582653,43 66 
582661,19 69 
583512,42 75 
583710,78 66 
583728,7 69 
584640,2 75 
584833,71 66 
584846,24 69 
585266,54 75 
585611,18 66 
585613,76 69 
585752,44 75 
586219,63 66 
586230,59 69 
586264,01 68 
586455,94 74 
586455,94 65 
586455,94 3 
586661,88 66 
586681,09 69 
587236,91 75 
587462,3 66 
587465,28 69 
590193,25 75 
590306,21 66 
590317,06 69 
590467,6 68 
591379,69 74 
591379,69 4 
591550,04 66 
591568,13 69 
593040,61 75 
593209,74 66 
593219,56 69 
593645,78 75 
593897,99 66 
593903,43 69 
595387,62 68 
596501,74 65 
596501,74 1 
599940,16 74 
599940,16 4 
600209,61 66 
600224,57 69 
603616,32 75 
603713,83 66 
603727,35 69 
603961,21 68 
610701,78 65 
610701,78 1 
615788,92 74 
615788,92 65 
615788,92 3 
616197,54 66 
616203,45 69 
617399,94 75 
617625,87 66 
617637,89 69 
619806,38 68 
621640,23 74 
621640,23 4 
621961,05 66 
621974,5 69 
625660,87 68 
629656,29 74 
629656,29 4 
630037,51 66 
630047,3 69 
630801,77 65 
630801,77 1 
632469,13 75 
632557,83 66 
632565,94 69 
633666,98 68 
640140,65 203
640140,65 150
640140,65 179
641139,68 68 
644896,69 74 
644896,69 65 
644896,69 3 
645522,07 66 
645525,8 69 
646290,08 75 
646509,6 66 
646526,6 69 
648911,84 68 
649264,26 74 
649264,26 65 
649264,26 3 
649374,09 66 
649378,93 69 
650164,61 75 
650255,37 66 
650262,78 69 
652360,59 75 
652504,04 66 
652514,51 69 
652664,8 75 
652769,61 66 
652781,37 69 
653282,06 68 
653760,14 74 
653760,14 65 
653760,14 3 
654767,48 66 
654782,85 69 
656048,82 75 
656138,46 66 
656150,74 69 
657028,3 75 
657197,51 66 
657201,41 69 
657537,98 75 
657874,54 64 
657885,81 68 
658200,62 74 
658200,62 65 
658200,62 3 
658478,02 66 
658485,71 69 
658677,96 75 
659033,58 66 
659036,27 69 
659317,67 75 
659376,21 66 
659386,64 69 
661924,4 75 
662117,87 66 
662121,83 69 
662221,94 68 
662469,28 74 
662469,28 65 
662469,28 3 
662781,57 66 
662789,01 69 
666475,42 68 
666512,29 74 
666512,29 65 
666512,29 3 
666977,44 66 
666992,15 69 
669702,94 75 
670358,08 66 
670361,48 69 
670488,95 75 
670614,71 64 
670628,35 68 
674118,59 74 
674118,59 65 
674118,59 3 
674662,34 66 
674664,85 69 
677999,76 75 
678341,63 64 
678351,05 68 
678704,33 74 
678704,33 65 
678704,33 3 
678913,45 66 
678918,59 69 
682721,29 68 
684120,79 74 
684120,79 65 
684120,79 3 
684364,87 66 
684372,17 69 
688141,79 68 
689801,37 74 
689801,37 65 
689801,37 3 
690153,94 66 
690159,83 69 
693829,41 68 
693848,48 74 
693848,48 65 
693848,48 3 
694286,34 66 
694296,37 69 
697307,94 75 
697731,86 66 
697749,02 69 
697866 68 
697877,76 74 
697877,76 65 
697877,76 3 
698153,62 66 
698165,94 69 
699141,62 75 
699366,52 66 
699383,59 69 
701902,31 68 
702053,48 74 
702053,48 65 
702053,48 3 
702733,44 66 
702736,17 69 
703264,43 75 
703506,13 66 
703520,19 69 
706072,11 68 
713032,58 74 
713032,58 65 
713032,58 3 
713438,2 66 
713444,27 69 
715613,03 75 
716058,6 66 
716063,36 69 
716141,68 75 
716353,57 66 
716363,25 69 
716770,59 75 
716869,9 66 
716880,29 69 
717047,38 68 
719200,05 74 
719200,05 65 
719200,05 3 
720117,84 66 
720132,71 69 
723218,58 68 
724011,93 74 
724011,93 65 
724011,93 3 
724566,3 66 
724569,56 69 
728022,17 68 
728256,13 74 
728256,13 65 
728256,13 3 
728670,18 66 
728672,63 69 
728969,1 75 
729133,46 66 
729139,65 69 
729513,75 75 
729762,07 66 
729773,57 69 
732275,67 68 
733148,04 74 
733148,04 65 
733148,04 3 
734496,74 66 
734510,41 69 
734720,29 75 
734881,75 66 
734894,01 69 
736913,35 75 
737065,67 66 
737079,01 69 
737162,53 68 
738012,7 74 
738012,7 65 
738012,7 3 
738190,04 66 
738196,48 69 
738625,93 75 
738976,26 66 
738980,92 69 
742033,58 68 
743793,59 74 
743793,59 4 
743895,29 66 
743900,98 69 
743960,82 75 
744034,13 66 
744051,18 69 
744843,87 75 
744961,61 66 
744968,56 69 
745401,38 75 
745470,68 66 
745485,73 69 
747803,92 68 
749004,69 74 
749004,69 65 
749004,69 3 
749529,68 66 
749538,47 69 
753024,84 68 
753936,44 74 
753936,44 65 
753936,44 3 
754156,84 66 
754158,85 69 
757360,76 75 
757909,67 66 
757911,89 69 
757945,63 68 
758231,83 74 
758231,83 65 
758231,83 3 
758385,73 66 
758395,31 69 
759417,58 75 
759606,33 66 
759612,89 69 
760780,58 75 
761102,6 66 
761114,01 69 
762248,39 68 
762265,56 74 
762265,56 65 
762265,56 3 
763469,31 66 
763482,45 69 
763640,24 75 
763781,81 66 
763799,39 69 
765524,19 75 
765737,67 66 
765751,06 69 
766161,51 75 
766257,03 66 
766268,05 69 
766284,74 68 
766429,18 74 
766429,18 4 
766633,88 66 
766651,65 69 
767137,65 75 
767505,88 66 
767519,2 69 
768115,89 75 
768257,78 66 
768270,17 69 
768797,87 75 
768977,54 66 
768986,72 69 
769481,89 75 
769533,99 66 
769537,24 69 
770271,05 75 
770378,34 66 
770387,87 69 
770437,95 68 
770929,67 74 
770929,67 65 
770929,67 3 
771053,7 66 
771071,55 69 
774941,45 68 
775680,3 74 
775680,3 65 
775680,3 3 
776213,84 66 
776225,51 69 
779695,07 68 
779840,65 74 
779840,65 65 
779840,65 3 
780041,64 66 
780045,1 69 
782904,92 75 
783085,55 66 
783097,47 69 
783848,06 68 
783957,67 74 
783957,67 65 
783957,67 3 
784519,74 66 
784531,83 69 
787968,01 68 
792799,8 74 
792799,8 4 
793029,84 66 
793038,46 69 
796384,14 75 
796725,41 66 
796741,19 69 
796808,21 68 
800412,28 74 
800412,28 65 
800412,28 3 
800961,95 66 
800977,7 69 
804431,97 68 
806604,48 74 
806604,48 65 
806604,48 3 
806981,84 66 
806998,96 69 
810618,76 68 
812580,45 74 
812580,45 4 
813087,33 66 
813103,63 69 
814404,84 75 
814629,38 66 
814638,2 69 
816073,3 75 
816290,2 66 
816306,12 69 
816589,75 68 
821404,64 74 
821404,64 65 
821404,64 3 
821781,34 66 
821793,58 69 
825413,29 68 
825477,37 74 
825477,37 65 
825477,37 3 
825777,57 66 
825780,25 69 
826449,33 75 
827090,75 66 
827097,76 69 
828900,84 75 
829070,11 66 
829082,53 69 
829465,38 75 
829813,76 64 
829816,65 68 
830193,34 74 
830193,34 4 
830345,55 66 
830350,73 69 
830726,35 75 
831113,64 66 
831117,63 69 
831883,74 75 
832005,9 66 
832018,19 69 
832328,49 75 
832708,22 66 
832718,8 69 
833688,46 75 
833814,2 66 
833819,64 69 
834203,21 68 
834647,84 74 
834647,84 65 
834647,84 3 
834846,53 66 
834853,59 69 
835979,44 75 
836232,52 66 
836238,4 69 
836645,51 75 
836854,75 66 
836871,89 69 
837195,73 75 
837417,58 66 
837422,43 69 
837845,69 75 
837974,26 66 
837989,38 69 
838388,15 75 
838593,88 66 
838606,48 69 
838656,65 68 
838789,25 74 
838789,25 65 
838789,25 3 
839106,44 66 
839123,51 69 
839740,02 75 
839905,78 66 
839907,83 69 
840314,26 75 
840601,86 66 
840608,12 69 
841304,24 75 
841557,55 66 
841558,69 69 
841993,1 75 
842273,52 66 
842276,1 69 
842465,93 75 
842971,87 64 
842977,29 68 
843108,83 74 
843108,83 65 
843108,83 3 
843365,48 66 
843377,15 69 
843951,43 75 
844265,53 66 
844277,59 69 
844532,04 75 
844721,64 66 
844727,81 69 
845061,49 75 
845357,79 66 
845361,98 69 
846181,79 75 
846497,68 66 
846512,52 69 
846756,98 75 
846934,22 66 
846946,16 69 
847129,77 68 
847397,76 74 
847397,76 65 
847397,76 3 
847729,42 66 
847746,74 69 
849252,17 75 
849368,92 66 
849381,39 69 
850423,83 75 
850577,64 66 
850582,44 69 
851416,42 68 
851471,1 74 
851471,1 65 
851471,1 3 
851597,71 66 
851599,92 69 
851973,44 75 
852301,52 66 
852316,92 69 
852880,47 75 
853077,89 66 
853084,31 69 
853572,32 75 
853813,4 66 
853818,65 69 
854153,46 75 
854337,88 66 
854351,92 69 
854964,2 75 
855178,39 66 
855186,12 69 
855486,1 68 
855545,65 74 
855545,65 65 
855545,65 3 
855866,12 66 
855869,6 69 
856365,68 75 
856557,45 66 
856570,6 69 
857265,56 75 
857386,32 66 
857404,14 69 
857928,27 75 
858053,6 66 
858071,33 69 
858481,42 75 
858701,83 66 
858705,22 69 
858933,11 75 
859074,05 66 
859088,76 69 
859556,08 68 
859583,68 74 
859583,68 4 
859831,68 66 
859839,32 69 
859969,92 75 
860571,63 66 
860573,3 69 
860806,05 75 
860947,23 66 
860957,27 69 
861395,89 75 
861722,43 66 
861724,32 69 
861904,5 75 
862141,45 66 
862157,86 69 
863592,33 68 
864040,43 74 
864040,43 65 
864040,43 3 
864241,72 66 
864259,37 69 
865880,34 75 
866041,19 66 
866044,21 69 
868045,88 68 
870012,61 74 
870012,61 4 
870721,54 66 
870730,94 69 
870963,99 75 
871077,8 66 
871081,29 69 
873364,29 75 
873853,52 66 
873866,71 69 
874033,74 68 
877523,87 74 
877523,87 65 
877523,87 3 
877765,56 66 
877769,67 69 
881539,53 68 
888548,69 74 
888548,69 65 
888548,69 3 
888809,92 66 
888812,22 69 
892564,49 68 
892661,87 74 
892661,87 65 
892661,87 3 
892981,58 66 
892997,9 69 
895373,12 75 
895630,48 66 
895633,5 69 
896110,07 75 
896253,72 66 
896267,18 69 
896668,03 68 
896737,03 74 
896737,03 65 
896737,03 3 
896977,59 66 
896984,44 69 
897789,7 75 
898106,63 66 
898118,64 69 
900167,92 75 
900345,56 66 
900353,71 69 
900754,28 68 
900756,54 74 
900756,54 65 
900756,54 3 
901077,8 66 
901087,41 69 
901557,47 75 
901797,63 66 
901804,72 69 
902228,44 75 
902239,02 66 
902271,93 69 
902620,38 75 
903087,69 66 
903089,04 69 
903777,14 75 
903941,54 66 
903956,34 69 
904286,2 75 
904710,06 66 
904723,6 69 
904790,6 68 
904908,6 74 
904908,6 65 
904908,6 3 
905097,59 66 
905107,16 69 
906121,94 75 
906184,68 66 
906191,36 69 
908388,1 75 
908598,12 66 
908609,91 69 
908927,21 68 
909196,19 74 
909196,19 65 
909196,19 3 
909457,4 66 
909460,64 69 
909917,72 75 
910474 66 
910478,11 69 
910628,06 75 
910777,9 66 
910794,88 69 
911149,41 75 
911474,3 66 
911479,04 69 
912236,47 75 
912353,47 66 
912362,76 69 
913213,61 68 
913229,98 74 
913229,98 65 
913229,98 3 
913421,82 66 
913430,22 69 
914372,24 75 
914486,05 66 
914497,74 69 
915140,21 75 
915257,42 66 
915264,95 69 
915670,04 75 
915849,95 66 
915865,41 69 
916192,41 75 
916365,62 66 
916382,46 69 
916766,26 75 
917141,66 66 
917149,74 69 
917250,12 68 
917274,44 74 
917274,44 65 
917274,44 3 
917386,49 66 
917399,93 69 
919632,42 75 
919733,41 66 
919735,47 69 
920304,57 75 
920559,03 66 
920569,64 69 
921213,46 75 
921445,45 64 
921453,06 68 
921916,24 74 
921916,24 4 
922178,13 66 
922186,93 69 
922321,72 75 
922633,4 66 
922637,27 69 
923011,92 75 
923245,26 66 
923254,4 69 
925923,33 68 
927751,16 74 
927751,16 65 
927751,16 3 
927853,71 66 
927857,9 69 
930115,64 75 
930261,18 66 
930276,42 69 
930628,48 75 
930801,87 66 
930810,18 69 
931345,32 75 
931521,64 66 
931527,43 69 
931761,03 68 
931994,05 74 
931994,05 65 
931994,05 3 
932253,42 66 
932261,27 69 
932780,68 75 
933030,33 66 
933045,2 69 
933374,81 75 
933527,46 66 
933528,94 69 
934381,83 75 
934525,43 66 
934546,35 69 
934922,02 75 
935013,92 66 
935030,11 69 
936014,36 68 
936274,12 74 
936274,12 65 
936274,12 3 
936382,36 66 
936397,75 69 
937552,44 75 
937745,43 66 
937748,76 69 
938251,92 75 
938417,6 66 
938432,63 69 
940284,13 68 
941583,83 74 
941583,83 65 
941583,83 3 
941781,2 66 
941785,16 69 
942979,58 75 
943113,99 66 
943119,62 69 
943608,36 75 
943681,16 66 
943686,83 69 
944652,68 75 
944934,87 66 
944937,78 69 
945004,94 75 
945082,15 66 
945087,88 69 
945156,43 75 
945225,44 66 
945237,87 69 
945604,8 68 
945732,16 74 
945732,16 65 
945732,16 3 
945874,2 66 
945888,3 69 
947215,85 75 
947421,43 66 
947439,5 69 
948373,49 75 
948593,94 66 
948607,13 69 
948725,98 204
948725,98 159
948725,98 170
949725,71 68 
949974,39 74 
949974,39 4 
950141,62 66 
950158,18 69 
950556,01 75 
950753,54 66 
950758,85 69 
951178,11 75 
951238,51 66 
951242,45 69 
952656,41 75 
953037,84 66 
953043,78 69 
953994,78 68 
956535,9 74 
956535,9 4 
956821,44 66 
956829,97 69 
957324,46 73 
959024,55 73 
960549,67 68 
961755,8 74 
961755,8 4 
962277,39 66 
962284,33 69 
965770,2 68 
968524,06 74 
968524,06 4 
968981,45 66 
968989,22 69 
972232,07 75 
972398,41 66 
972408,57 69 
972542,04 68 
989755,83 74 
989755,83 4 
990149,35 66 
990155,55 69 
993775,16 68 
998556,11 74 
998556,11 4 
999019,2 66 
999028,88 69 
1002565,01 68 
1002709,84 74 
1002709,84 4 
1002873,75 66 
1002881,75 69 
1006718,63 68 
1010324,41 65 
1010324,41 1 
1018624,58 65 
1018624,58 1 
1027904,21 74 
1027904,21 4 
1028321,79 66 
1028334,56 69 
1031920,83 68 
1032548,04 74 
1032548,04 4 
1032717,36 66 
1032721,43 69 
1035224,47 73 
1036557,88 68 
1038824,43 65 
1038824,43 1 
1044320,81 74 
1044320,81 4 
1044657,6 66 
1044663,63 69 
1045924,6 73 
1047728,27 75 
1047857,95 66 
1047866,14 69 
1048333,33 68 
1048824,39 73 
1062488,97 74 
1062488,97 4 
1062750,47 66 
