********************
Experiment,   Pi_Causal_5b
124828,61 68 
124888,34 74 
124888,34 4 
125226,61 66 
125229,19 69 
125397,04 75 
125610,93 66 
125612,37 69 
126584,74 75 
126718,94 66 
126730,25 69 
128898,45 68 
128942,86 74 
128942,86 65 
128942,86 3 
129877,64 66 
129882,45 69 
132951,64 68 
133681,05 74 
133681,05 65 
133681,05 3 
134410,97 66 
134419,11 69 
134714,49 75 
134859,76 66 
134869,49 69 
135642,22 75 
135655,15 66 
135686,93 69 
137052,91 75 
137605,39 66 
137621,6 69 
137688,58 68 
137725,22 74 
137725,22 4 
137991,47 66 
138005,16 69 
138948,64 75 
139166,42 66 
139172,77 69 
139610,55 75 
139918,95 66 
139923,84 69 
141741,46 68 
148222,8 74 
148222,8 65 
148222,8 3 
148486,35 66 
148496,49 69 
152232,9 68 
154221,05 74 
154221,05 65 
154221,05 3 
154564,46 66 
154567,82 69 
156256,77 75 
156350,15 66 
156352,74 69 
158237,64 68 
158818,23 74 
158818,23 65 
158818,23 3 
159238,3 66 
159254,82 69 
161809,84 75 
162265,51 66 
162273,86 69 
162390,44 75 
162666,62 66 
162674,15 69 
162824,23 68 
163191,72 74 
163191,72 65 
163191,72 3 
163399,02 66 
163408,11 69 
163718,32 75 
164110,35 66 
164125,38 69 
164252,74 75 
164310,43 66 
164325,64 69 
167210,91 68 
171818,29 74 
171818,29 65 
171818,29 3 
171942,27 66 
171947,86 69 
173038,53 75 
173359,47 66 
173365,58 69 
173720,72 75 
173858,26 66 
173865,88 69 
175834,44 68 
178614,09 74 
178614,09 65 
178614,09 3 
178706,7 66 
178719,54 69 
179758,46 75 
179946,34 66 
179953,86 69 
180911,89 75 
181026,26 66 
181038,15 69 
181649,3 75 
181782,35 66 
181788,6 69 
182623,08 68 
182628,54 74 
182628,54 65 
182628,54 3 
182707,87 66 
182722,57 69 
183377,1 75 
183491,02 66 
183506,73 69 
183924,92 75 
184122,2 66 
184124,28 69 
184404,41 75 
184544 66 
184557,72 69 
186148,93 75 
186430,52 66 
186442,71 69 
186658,98 68 
187185,07 74 
187185,07 65 
187185,07 3 
187315,45 66 
187326,17 69 
191195,97 68 
192712,99 74 
192712,99 65 
192712,99 3 
192868,04 66 
192880,37 69 
193672,69 75 
193918,18 66 
193931,19 69 
194547,9 75 
194770,34 66 
194782,04 69 
195077,13 75 
195483,8 66 
195499,04 69 
195706,49 75 
195902,18 66 
195916,02 69 
196306,15 75 
196527,84 66 
196533,25 69 
196733,51 68 
196952,27 74 
196952,27 65 
196952,27 3 
197162,83 66 
197167,01 69 
197485,21 75 
197590,97 66 
197600,65 69 
200970,25 68 
202012,44 74 
202012,44 65 
202012,44 3 
202270,11 66 
202287,53 69 
206023,93 68 
209596,95 74 
209596,95 65 
209596,95 3 
209838,05 66 
209843,36 69 
210781,79 75 
211133,89 66 
211144,33 69 
213613,06 68 
215444,54 74 
215444,54 65 
215444,54 3 
215666,82 66 
215681,04 69 
217329,35 75 
217534,11 66 
217549,21 69 
217802,26 75 
218019,23 66 
218032,91 69 
219450,77 68 
219845,52 74 
219845,52 65 
219845,52 3 
220086,26 66 
220101,1 69 
220621,62 75 
220834,95 66 
220851,7 69 
221049,26 75 
221153,86 66 
221168,64 69 
223854,26 68 
223924,75 74 
223924,75 65 
223924,75 3 
224170,17 66 
224187,57 69 
224689 75 
224788,73 66 
224805,02 69 
227940,6 68 
229580,87 74 
229580,87 65 
229580,87 3 
229722,86 66 
229725,42 69 
232737,11 75 
232838,29 66 
232844,2 69 
233595,13 68 
238728,35 74 
238728,35 65 
238728,35 3 
238898,69 66 
238915,49 69 
239952,31 75 
240002,64 66 
240016,32 69 
241219,02 75 
241462,16 66 
241467,64 69 
242735,21 68 
243409,23 74 
243409,23 65 
243409,23 3 
243598,99 66 
243602,44 69 
243868,56 75 
243946,06 66 
243952,65 69 
247422,25 68 
247598,69 74 
247598,69 65 
247598,69 3 
247773,63 66 
247788,86 69 
251608,52 68 
252141,4 74 
252141,4 65 
252141,4 3 
252434,83 66 
252442,48 69 
252865,84 75 
252961,94 66 
252976,37 69 
256162,01 68 
257424,83 74 
257424,83 4 
257590,12 66 
257596,54 69 
259101,32 75 
259291,14 66 
259297,69 69 
260448,85 75 
260658,06 66 
260665,42 69 
261240,56 75 
261699,34 64 
261716,23 68 
261970,02 74 
261970,02 65 
261970,02 3 
262243,21 66 
262249,95 69 
262420,57 75 
262506,06 66 
262516,89 69 
263312,16 75 
263381,65 66 
263384,56 69 
263637,55 75 
263846,23 66 
263851,34 69 
264492,6 75 
264698,11 66 
264701,81 69 
265045,57 75 
265142,41 66 
265152,19 69 
265612,52 75 
265846,16 66 
265852,69 69 
265938,15 75 
266230,66 64 
266236,51 68 
266569,84 74 
266569,84 65 
266569,84 3 
266766,24 66 
266770,13 69 
267138,1 75 
267226,08 66 
267237,13 69 
267749,08 75 
267818,54 66 
267821,7 69 
268672,73 75 
268822,08 66 
268838,31 69 
270088,84 75 
270350,36 66 
270356,16 69 
270590,3 68 
270700,21 74 
270700,21 65 
270700,21 3 
270982,16 66 
270990,21 69 
271202,47 75 
271320,79 66 
271323,91 69 
274709,51 68 
277820,87 74 
277820,87 65 
277820,87 3 
277898,76 66 
277911,82 69 
279244,64 75 
279725,61 66 
279730,06 69 
280208,3 75 
280414,76 66 
280430,48 69 
280912,66 75 
281034,39 66 
281047,61 69 
281831,59 68 
281879,57 74 
281879,57 65 
281879,57 3 
282106,1 66 
282115,04 69 
282565,73 75 
282627,41 66 
282632,54 69 
283209,09 75 
283325,68 66 
283332,69 69 
285885,45 68 
285990,32 74 
285990,32 65 
285990,32 3 
286269,81 66 
286284,89 69 
287525,91 75 
287902,19 66 
287919,52 69 
288225,07 75 
288521,64 66 
288536,74 69 
288816,45 75 
289066,16 66 
289070,58 69 
289330,17 75 
289734,46 66 
289737,88 69 
289828,33 75 
290026,34 64 
290038,1 68 
291008,92 74 
291008,92 65 
291008,92 3 
291153,73 66 
291155,37 69 
292895,36 75 
293054,02 66 
293057,1 69 
293570,24 75 
293582,47 66 
293607,28 69 
295025,09 68 
295085,11 74 
295085,11 65 
295085,11 3 
295239,08 66 
295242,06 69 
299095,05 68 
300919,89 74 
300919,89 4 
300978,85 66 
300996,1 69 
304932,7 68 
320294,05 74 
320294,05 65 
320294,05 3 
320370,04 66 
320377,54 69 
321234,42 75 
321558,79 66 
321561,91 69 
324314,19 68 
332937,23 74 
332937,23 65 
332937,23 3 
333114,64 66 
333120,61 69 
336957,45 68 
338816,66 74 
338816,66 65 
338816,66 3 
338991,69 66 
339008,66 69 
342828,24 68 
345356,81 74 
345356,81 4 
345645,42 66 
345646,78 69 
349366,78 68 
350888,27 74 
350888,27 65 
350888,27 3 
351043,11 66 
351050,93 69 
354903,96 68 
359164,58 74 
359164,58 65 
359164,58 3 
359245,5 66 
359257,23 69 
360462,96 75 
360566,7 66 
360575,17 69 
362132,27 75 
362402,09 66 
362410,04 69 
362697,57 75 
362954,04 66 
362960,09 69 
363177 68 
363648,4 74 
363648,4 65 
363648,4 3 
363750,25 66 
363760,62 69 
364212,26 75 
364273,16 66 
364278 69 
364832,61 75 
365127,16 66 
365145,08 69 
365230,19 75 
365550,74 66 
365562,06 69 
365845,36 75 
365895,43 66 
365912,31 69 
367663,91 68 
368141,39 74 
368141,39 65 
368141,39 3 
368790,06 66 
368797,83 69 
372150,49 68 
373241,2 74 
373241,2 65 
373241,2 3 
373794,34 66 
373801,63 69 
375753,24 75 
375890,18 66 
375903,28 69 
376432,9 75 
376782,39 66 
376787,45 69 
377118,31 75 
377195,47 66 
377204,27 69 
377254,35 68 
377729,26 74 
377729,26 65 
377729,26 3 
377810,57 66 
377821,33 69 
378504,93 75 
378726,65 66 
378738,78 69 
381741,32 68 
384300 74 
384300 65 
384300 3 
384970,05 66 
384976,9 69 
386106,08 75 
386306,15 66 
386311,41 69 
387008,59 75 
387259,61 66 
387278,6 69 
387685,47 75 
387898,83 66 
387912,42 69 
388197,63 75 
388490,32 64 
388496,65 68 
388597,65 74 
388597,65 65 
388597,65 3 
388922,91 66 
388930,09 69 
389896,59 75 
389994,02 66 
389997,42 69 
390338,95 75 
390431,35 66 
390447,68 69 
391800,52 75 
392219,81 66 
392232,4 69 
392616,35 68 
392660,76 74 
392660,76 65 
392660,76 3 
392842,06 66 
392849,49 69 
393193,83 75 
393281,42 66 
393283,29 69 
394872,8 75 
395026,87 66 
395034,52 69 
395541,05 75 
395619,1 66 
395635,01 69 
396140,8 75 
396488,3 66 
396502,38 69 
396650,23 75 
396924,53 64 
396936,07 68 
397694,98 74 
397694,98 65 
397694,98 3 
397873,31 66 
397886,71 69 
398216,66 75 
398600,51 66 
398603,9 69 
401706,66 68 
402329,03 74 
402329,03 65 
402329,03 3 
402882,04 66 
402890,58 69 
404072,85 75 
404215,3 66 
404225,17 69 
404757,26 75 
405010,35 66 
405025,58 69 
405127,69 202
405127,69 155
405127,69 175
406127,07 68 
408264,44 74 
408264,44 4 
408765,97 66 
408778,29 69 
412281,21 68 
412429,17 74 
412429,17 65 
412429,17 3 
413066,29 66 
413081,57 69 
414384,72 75 
414574,07 66 
414582,76 69 
414877,91 75 
414965,79 66 
414983,07 69 
415925,08 75 
416154,36 66 
416167,32 69 
416451,09 68 
416585,62 74 
416585,62 65 
416585,62 3 
416711,02 66 
416717,66 69 
417228,08 75 
417490,53 66 
417501,98 69 
417666,2 75 
417717,71 66 
417735,17 69 
419348,82 75 
419601,95 66 
419603,21 69 
419842,15 75 
420042,11 66 
420053,63 69 
420333,12 75 
420542,6 66 
420553,98 69 
420604,37 68 
420878,23 74 
420878,23 65 
420878,23 3 
421178,02 66 
421187,74 69 
421372,71 75 
421461,51 66 
421471,35 69 
423326,09 75 
423519,03 66 
423523,06 69 
423588,72 75 
423659,24 66 
423673,06 69 
424797,45 75 
425013,88 64 
425024,22 68 
425824,1 74 
425824,1 65 
425824,1 3 
425962,28 66 
425975,07 69 
426382,6 75 
426450,09 66 
426458,75 69 
427821,73 75 
428010,51 66 
428026,42 69 
428828,62 75 
429090,38 66 
429093,84 69 
429498,07 75 
429867,02 64 
429877,92 68 
430129,55 74 
430129,55 4 
430306,02 66 
430311,46 69 
430677,93 75 
430803,39 66 
430811,8 69 
431320,85 75 
431552,28 66 
431562,41 69 
431820,52 75 
431969,94 66 
431979,34 69 
433016,9 75 
433230,05 66 
433247,04 69 
433899,92 75 
434182,11 64 
434199,81 68 
434414,47 74 
434414,47 65 
434414,47 3 
434549,61 66 
434564,7 69 
438434,64 68 
439060,49 74 
439060,49 4 
439350,26 66 
439351,53 69 
442901,78 75 
443414,06 64 
443421,85 68 
445148,48 74 
445148,48 65 
445148,48 3 
445575,19 66 
445589,79 69 
449159,19 68 
449728,66 74 
449728,66 4 
450146,01 66 
450159,83 69 
450968,76 75 
451051,46 66 
451060,58 69 
451968,82 75 
452055,18 66 
452061,49 69 
452493,43 75 
452565,98 66 
452578,4 69 
453746,23 68 
456726,25 65 
456726,25 1 
461544,75 74 
461544,75 4 
461650,2 66 
461652,31 69 
465555,09 68 
472077,23 74 
472077,23 65 
472077,23 3 
472377,31 66 
472393,47 69 
475920,43 75 
476009,89 66 
476012,97 69 
476096,7 68 
477905,33 74 
477905,33 4 
477999,58 66 
478014,5 69 
481726,36 65 
481726,36 1 
481917,6 68 
488836,68 74 
488836,68 65 
488836,68 3 
489062,24 66 
489072,85 69 
492842,47 68 
494626,17 65 
494626,17 1 
499926,21 65 
499926,21 1 
507172,41 74 
507172,41 4 
507350,33 66 
507353,46 69 
509268,56 75 
509353,96 66 
509371,72 69 
511190,02 68 
527526,13 65 
527526,13 1 
543833,07 74 
543833,07 4 
544293,91 66 
544298,51 69 
547851,18 68 
552585,36 74 
552585,36 65 
552585,36 3 
552714,55 66 
552721,39 69 
556591,12 68 
571804,24 74 
571804,24 65 
571804,24 3 
571990,85 66 
572002,73 69 
575822,65 68 
578328,69 74 
578328,69 4 
578401,83 66 
578407,78 69 
580712,54 75 
580786,17 66 
580792,86 69 
582344,06 68 
583756,85 74 
583756,85 65 
583756,85 3 
583861,79 66 
583878,44 69 
587765,02 68 
590612,73 74 
590612,73 65 
590612,73 3 
590877,95 66 
590883,82 69 
594620,43 68 
597526,29 65 
597526,29 1 
598696,69 74 
598696,69 4 
598789,4 66 
598806,57 69 
602709,6 68 
604026,33 65 
604026,33 1 
606126,22 65 
606126,22 1 
609526,23 65 
609526,23 1 
610226,24 65 
610226,24 1 
616826,21 65 
616826,21 1 
630529,42 74 
630529,42 4 
630700,19 66 
630714,19 69 
632544,21 75 
632653,66 66 
632665,72 69 
634326,12 65 
634326,12 1 
634550,63 68 
641020,75 74 
641020,75 4 
641321,77 66 
641338,96 69 
645041,85 68 
647626,46 65 
647626,46 1 
647844,17 74 
647844,17 65 
647844,17 3 
647965,85 66 
647977,51 69 
651863,95 68 
657026,35 65 
657026,35 1 
659280,81 74 
659280,81 4 
659478,02 66 
659486,14 69 
663289,27 68 
671026,24 65 
671026,24 1 
673972,5 74 
673972,5 65 
673972,5 3 
674129,81 66 
674147,32 69 
677983,8 68 
688168,39 74 
688168,39 4 
688337,67 66 
688341,44 69 
689426,28 65 
689426,28 1 
692177,94 68 
706726,4 65 
706726,4 1 
719426,3 65 
719426,3 1 
726284,64 74 
726284,64 65 
726284,64 3 
726465,12 66 
726470,55 69 
730290,55 68 
731926,14 65 
731926,14 1 
732591,61 74 
732591,61 4 
732920,11 66 
732925,65 69 
736006,24 75 
736099 66 
736111,25 69 
736611,89 68 
740268,92 74 
740268,92 65 
740268,92 3 
740466,23 66 
740481,22 69 
743326,21 65 
743326,21 1 
744284,48 68 
748712,03 74 
748712,03 65 
748712,03 3 
748926,06 66 
748937,66 69 
751625,46 203
751625,46 150
751625,46 179
752624,73 68 
753609,31 74 
753609,31 65 
753609,31 3 
753781,72 66 
753791,59 69 
757627,78 68 
758388,2 74 
758388,2 65 
758388,2 3 
758673,72 66 
758678,57 69 
762398,06 68 
762492,19 74 
762492,19 65 
762492,19 3 
763201,88 66 
763215,32 69 
764820,45 75 
765029,89 66 
765033,31 69 
765916,28 75 
766206,44 66 
766217,54 69 
766329,95 75 
766870,99 64 
766884,83 68 
767143,71 74 
767143,71 65 
767143,71 3 
767345,39 66 
767351,77 69 
767480,42 75 
767673,84 66 
767685,3 69 
767814,09 75 
767881,75 66 
767885,49 69 
768272,27 75 
768529,65 66 
768535,97 69 
768701,88 75 
769017,92 66 
769020,03 69 
769307,91 75 
770102,22 66 
770103,87 69 
770316,54 75 
770537,58 66 
770554,19 69 
770912,2 75 
771146,58 66 
771154,65 69 
771188,13 68 
777549,81 74 
777549,81 65 
777549,81 3 
778061,69 66 
778076,55 69 
779232,34 75 
779494,96 66 
779511,02 69 
781562,89 68 
782523,78 74 
782523,78 65 
782523,78 3 
783137,64 66 
783147,08 69 
786128,13 75 
786737,16 64 
786749,89 68 
786956,45 74 
786956,45 65 
786956,45 3 
787169,46 66 
787183,51 69 
788197,44 75 
788311,46 66 
788317,72 69 
790672,36 75 
790798,74 66 
790803,24 69 
790969,78 68 
791868,15 74 
791868,15 65 
791868,15 3 
791989,93 66 
792003,83 69 
794649,14 75 
794771,46 66 
794789,32 69 
794825,52 75 
795035,5 66 
795039,88 69 
795874,14 68 
796160,2 74 
796160,2 65 
796160,2 3 
796557,49 66 
796574,09 69 
800176,82 68 
808376,61 74 
808376,61 65 
808376,61 3 
808750,45 66 
808766,64 69 
812386,28 68 
815082,54 74 
815082,54 65 
815082,54 3 
815449,88 66 
815455,19 69 
819091,23 68 
838305,86 74 
838305,86 65 
838305,86 3 
838493,6 66 
838505,93 69 
839488,28 75 
839741,92 66 
839757,06 69 
840256,32 75 
840385,85 66 
840391,38 69 
840493,41 75 
840561,89 66 
840574,44 69 
842325,61 68 
843288,75 74 
843288,75 65 
843288,75 3 
844110,88 66 
844126,88 69 
844544,16 75 
844689,72 66 
844694,08 69 
844908,12 75 
845149,32 66 
845161,06 69 
845303,88 75 
845378,47 66 
845394,59 69 
846304,33 75 
846589,48 66 
846595,71 69 
846793,5 75 
846985,84 66 
846995,96 69 
847296,07 68 
847445,84 74 
847445,84 65 
847445,84 3 
847685,76 66 
847696,38 69 
847948,06 75 
848126,89 66 
848130,01 69 
848751,94 75 
849009 66 
849014,07 69 
849208,54 75 
849365,67 66 
849380,96 69 
849811,63 75 
849973,35 66 
849981,43 69 
850401,35 75 
850461,78 66 
850465,25 69 
850856,67 75 
851061,68 66 
851065,58 69 
851387,77 75 
851553,85 64 
851566,1 68 
851901,17 74 
851901,17 65 
851901,17 3 
851994,83 66 
851999,92 69 
853016,74 75 
853157,72 66 
853167,2 69 
853469,88 75 
853696,45 66 
853701,11 69 
853952,43 75 
854141,6 66 
854151,25 69 
855919,47 68 
859008,52 74 
859008,52 65 
859008,52 3 
859421,72 66 
859438,58 69 
863024,71 68 
866792,67 74 
866792,67 65 
866792,67 3 
867001,62 66 
867011 69 
870176,79 75 
870257,24 66 
870263,66 69 
870814,22 68 
873956,4 74 
873956,4 65 
873956,4 3 
874297,89 66 
874300,24 69 
877969,52 68 
879996,43 74 
879996,43 65 
879996,43 3 
880241,4 66 
880254,42 69 
884007,46 68 
886640,89 74 
886640,89 65 
886640,89 3 
886862,27 66 
886876,22 69 
890662,65 68 
893656,49 74 
893656,49 65 
893656,49 3 
893769,52 66 
893781,41 69 
897667,93 68 
912037,7 74 
912037,7 4 
912513,72 66 
912529,04 69 
912883,93 75 
913081,76 66 
913096,26 69 
913428,39 75 
913569,61 66 
913579,89 69 
915072,07 75 
915322,53 66 
915331,25 69 
915501,42 75 
915755,13 66 
915764,9 69 
916066,24 68 
916592,55 74 
916592,55 65 
916592,55 3 
916721,68 66 
916732,24 69 
917113,89 75 
917173,26 66 
917182,67 69 
917984,63 75 
918145,78 66 
918150,26 69 
919188,61 75 
919341,02 66 
919351,04 69 
920330,05 75 
920565,65 66 
920568,63 69 
920602,55 68 
921160,15 74 
921160,15 65 
921160,15 3 
921357,08 66 
921369,22 69 
924120,47 75 
924233,42 66 
924238,19 69 
924637,37 75 
924849,62 66 
924855,29 69 
925069,27 75 
925234,18 64 
925238,85 68 
925693,17 74 
925693,17 65 
925693,17 3 
925797,96 66 
925805,98 69 
929480,67 75 
929557,75 66 
929575,71 69 
929708,89 68 
929868,22 74 
929868,22 65 
929868,22 3 
930021,47 66 
930025,71 69 
932950,22 75 
933094,27 66 
933111,45 69 
933878,76 68 
944876,27 74 
944876,27 65 
944876,27 3 
945057,41 66 
945070,52 69 
946747,96 75 
946865,07 66 
946871,94 69 
947972,16 75 
948461,92 66 
948473,23 69 
948890,63 68 
955408,7 74 
955408,7 65 
955408,7 3 
955605,45 66 
955611,89 69 
959415,07 68 
960445,54 74 
960445,54 65 
960445,54 3 
960589,42 66 
960599,03 69 
964092,25 75 
964264,93 66 
964268,53 69 
964452,28 68 
970756,26 74 
970756,26 65 
970756,26 3 
970845,65 66 
970857,12 69 
974776,67 68 
1027368,16 74 
1027368,16 65 
1027368,16 3 
1028277,36 66 
1028283,99 69 
1029172,04 75 
1029381,77 66 
1029384,99 69 
1031386,75 68 
1032192,98 74 
1032192,98 65 
1032192,98 3 
1032849,86 66 
1032854,21 69 
1033395,21 75 
1033470,22 66 
1033488 69 
1035077,49 75 
1035447,61 66 
1035456,23 69 
1035619,38 75 
1035869,48 66 
1035873,17 69 
1036207,2 68 
1036828,22 74 
1036828,22 65 
1036828,22 3 
1037037,54 66 
1037040,67 69 
1037385,29 75 
1037573,27 66 
1037591,4 69 
1040843,74 68 
1041517,13 74 
1041517,13 65 
1041517,13 3 
1041746,6 66 
1041760,94 69 
1045530,87 68 
1046676,27 74 
1046676,27 65 
1046676,27 3 
1047250,15 66 
1047265,12 69 
1050469,21 75 
1050685,35 64 
1050701,35 68 
1051064,45 74 
1051064,45 65 
1051064,45 3 
1051377,36 66 
1051385,01 69 
1051644,5 75 
1051729,53 66 
1051735,85 69 
1053811,7 75 
1053953,67 66 
1053970,28 69 
1054836,17 75 
1054993,55 66 
1055004,42 69 
1055071,37 68 
1057836,42 74 
1057836,42 65 
1057836,42 3 
1057958,6 66 
1057973,38 69 
1058208,42 75 
1058665,51 66 
1058674,03 69 
1059123,71 75 
1059293,39 66 
1059307,96 69 
1060128,65 75 
1060201,19 66 
1060208,83 69 
1061435,41 75 
1061748,58 66 
1061759,54 69 
1061843,05 68 
1061939,51 74 
1061939,51 65 
1061939,51 3 
1062128,01 66 
1062143,12 69 
1065946,4 68 
1072063,98 74 
1072063,98 65 
1072063,98 3 
1072398,11 66 
1072401,04 69 
1076070,66 68 
1079463,97 74 
1079463,97 65 
1079463,97 3 
1079633,56 66 
1079639,82 69 
1083476,18 68 
1100112,01 74 
1100112,01 65 
1100112,01 3 
1100372,95 66 
1100388,95 69 
1104125,23 68 
1113376,42 74 
1113376,42 65 
1113376,42 3 
1113468,57 66 
1113482,26 69 
1115504,13 75 
1115798,14 66 
1115800,93 69 
1116776,03 75 
1116949,25 66 
1116952,06 69 
1117385,56 68 
1117448,71 74 
1117448,71 65 
1117448,71 3 
1117630,27 66 
1117635,65 69 
1117979,92 75 
1118129,75 66 
1118135,89 69 
1121471,93 68 
1124793,02 204
1124793,02 159
1124793,02 170
1125792,26 68 
1128291,67 65 
1128291,67 1 
1130504,29 74 
1130504,29 4 
1130669,45 66 
1130678,7 69 
1130991,8 73 
1134442,93 75 
1134543,66 64 
1134548,46 68 
1134652,28 74 
1134652,28 4 
1134766,77 66 
1134781,89 69 
1136792,34 75 
1137022,4 66 
1137033,61 69 
1137391,74 73 
1138668,23 68 
1140328,05 74 
1140328,05 4 
1140432,44 66 
1140436,16 69 
1144339,34 68 
1146636,31 74 
1146636,31 4 
1146861,68 66 
1146874,59 69 
1149391,73 73 
1150644,08 68 
1162791,57 65 
1162791,57 1 
1191432,67 74 
1191432,67 4 
1191573,47 66 
1191575,37 69 
1191591,69 73 
1193991,61 73 
1194891,57 73 
1195445,22 68 
1203780,24 74 
1203780,24 4 
1204081,25 66 
1204084,69 69 
1207787,67 68 
1214491,63 65 
1214491,63 1 
1218191,59 65 
1218191,59 1 
1220991,58 65 
1220991,58 1 
1229091,59 65 
1229091,59 1 
1229791,58 65 
1229791,58 1 
1230913,64 74 
1230913,64 4 
1232081,1 66 
1232089,37 69 
1234924,97 68 
1235419,53 74 
1235419,53 4 
1236232,93 66 
1236242,57 69 
1239428,41 68 
1241291,57 65 
1241291,57 1 
1242072,27 74 
1242072,27 4 
1242140,41 66 
1242147,05 69 
1244167,96 75 
1244649,26 66 
1244665,71 69 
1246083,59 68 
1247610,2 74 
1247610,2 4 
1247830,94 66 
1247834,79 69 
1251621,15 68 
1256191,6 65 
1256191,6 1 
1264291,54 65 
1264291,54 1 
1265591,76 65 
1265591,76 1 
1273991,52 65 
1273991,52 1 
1287616,43 74 
1287616,43 4 
1287757,16 66 
1287765,16 69 
1291635,08 68 
1291791,55 65 
1291791,55 1 
1294911,44 74 
1294911,44 4 
1295341,59 66 
1295354,3 69 
1298924,35 68 
1300591,54 65 
1300591,54 1 
1308391,68 65 
1308391,68 1 
1311731,86 74 
1311731,86 4 
1311924,75 66 
1311933,57 69 
1315753,46 68 
1317621,84 74 
1317621,84 4 
1317694,68 66 
1317705,11 69 
1318468,16 75 
1318952,03 66 
1318955,77 69 
1319168,05 75 
1319329,28 66 
1319339,29 69 
1319625,62 75 
1319769,29 66 
1319772,95 69 
1320037,13 75 
1320128,44 66 
1320139,98 69 
1321641,41 68 
1321645,25 74 
1321645,25 4 
1321873,98 66 
1321891,4 69 
1324328,54 75 
1324537,03 66 
1324543,24 69 
1325677,48 68 
1331015,55 74 
1331015,55 4 
1331197,19 66 
1331214,97 69 
1334291,62 73 
1335034,81 68 
1338891,73 65 
1338891,73 1 
1347940,35 74 
1347940,35 4 
1348045,19 66 
1348061,12 69 
1350365,69 75 
1350541,38 66 
1350546,76 69 
1351947,61 68 
1367191,54 65 
1367191,54 1 
1382820,98 74 
1382820,98 4 
1383006,08 66 
1383021,11 69 
1386841,66 68 
1386844,99 74 
1386844,99 4 
1387073,11 66 
1387090,95 69 
1387291,66 73 
1389391,68 73 
1390791,73 73 
1390877,24 68 
1392791,67 65 
1392791,67 1 
1395191,72 65 
1395191,72 1 
1395991,62 65 
1395991,62 1 
1406891,67 65 
1406891,67 1 
1411664,23 74 
1411664,23 4 
1412069,14 66 
1412076,6 69 
1415679,55 68 
1417919,22 74 
1417919,22 4 
1417989,91 66 
1417997,93 69 
1421934,37 68 
1424071,44 74 
1424071,44 4 
1424595,17 66 
1424602,81 69 
1425571,45 75 
1425921,29 66 
1425937,27 69 
1426132,21 75 
1426273,05 66 
1426287,48 69 
1426680,99 75 
1426990,62 66 
1427004,73 69 
1427207,7 75 
1427356,96 66 
1427371,65 69 
1427420,01 75 
1427497,17 66 
1427505,11 69 
1427911,99 75 
1428165,19 64 
1428172,36 68 
1428472,14 74 
1428472,14 4 
1428538,23 66 
1428555,92 69 
1428691,77 73 
1432492,24 68 
1444067,48 74 
1444067,48 4 
1444261,57 66 
1444267,82 69 
1447191,72 73 
1448087,7 68 
1449891,53 65 
1449891,53 1 
1455655,74 74 
1455655,74 4 
1455813,46 66 
1455826,62 69 
1458291,66 73 
1459663,16 68 
1465591,97 74 
1465591,97 4 
1465913,52 66 
1465917,71 69 
1466891,78 73 
1467476,07 75 
1467620,97 66 
1467635,71 69 
1468491,52 73 
1469604,08 68 
1471191,61 73 
1471391,71 73 
1475791,65 65 
1475791,65 1 
1478452,95 74 
1478452,95 4 
1478490,16 66 
1478494,34 69 
1482463,91 68 
1484700,89 74 
1484700,89 4 
1484897,08 66 
1484898,89 69 
1486999,61 75 
1487145,23 66 
