********************
Experiment,   Pi_Causal_5b
184724,73 66 
184741,27 69 
185658,8 75 
185839,74 66 
185842,07 69 
186259,76 75 
186567,45 66 
186575,67 69 
186616,25 75 
186703,67 64 
186709,11 68 
187158,58 74 
187158,58 65 
187158,58 3 
187287,78 66 
187293,06 69 
187413,63 75 
187507,02 66 
187510,09 69 
191179,25 68 
193770,9 74 
193770,9 65 
193770,9 3 
194050,98 66 
194064,64 69 
197784,52 68 
198053,69 74 
198053,69 65 
198053,69 3 
198712,4 66 
198718,23 69 
202071,34 68 
202788,09 74 
202788,09 65 
202788,09 3 
203895,78 66 
203905,59 69 
206807,77 68 
211546,25 74 
211546,25 65 
211546,25 3 
212059,75 66 
212062,17 69 
215564,48 68 
216234,47 74 
216234,47 65 
216234,47 3 
217024,59 66 
217032,16 69 
220251,84 68 
225054,04 74 
225054,04 65 
225054,04 3 
225568,11 66 
225572,07 69 
226450,15 75 
226583,76 66 
226589,63 69 
226871,99 75 
226988,92 66 
227006,7 69 
229074,82 68 
230302,44 74 
230302,44 65 
230302,44 3 
230331,73 66 
230342,6 69 
230363,31 75 
230895,96 66 
230909,52 69 
234312,41 68 
234821,89 74 
234821,89 65 
234821,89 3 
235336,17 66 
235346,15 69 
238832,34 68 
244217,87 74 
244217,87 65 
244217,87 3 
244817,06 66 
244820,07 69 
247266,83 75 
247346,41 66 
247355,36 69 
247863,59 75 
248123,36 66 
248139,32 69 
248223,11 68 
248345,71 74 
248345,71 65 
248345,71 3 
248573,23 66 
248589,72 69 
249659,47 75 
249855,84 66 
249874,23 69 
250356,09 75 
250488,6 66 
250508,07 69 
250665,95 75 
250899,98 66 
250908,13 69 
251734 75 
251947,72 66 
251958,96 69 
252350,03 75 
252613,03 64 
252626,08 68 
252925,02 74 
252925,02 65 
252925,02 3 
253172,07 66 
253176,55 69 
253599,26 75 
253903,76 66 
253910,4 69 
256946,32 68 
257885,85 74 
257885,85 65 
257885,85 3 
259180,56 66 
259197,68 69 
259310,06 75 
259647,94 66 
259664,74 69 
261899,96 68 
262510 74 
262510 65 
262510 3 
263819,6 66 
263834,54 69 
266520,34 68 
268457,72 74 
268457,72 65 
268457,72 3 
269423,48 66 
269438,89 69 
271378,28 75 
271524,41 66 
271541,01 69 
272474,59 68 
273222,38 74 
273222,38 65 
273222,38 3 
273719,76 66 
273725,51 69 
276958,14 75 
277754,86 64 
277762,06 68 
280670,6 74 
280670,6 65 
280670,6 3 
280907,75 66 
280914,29 69 
284335,2 75 
284576,91 66 
284583,76 69 
284660,35 75 
284744,18 64 
284750,91 68 
289175,31 74 
289175,31 65 
289175,31 3 
289387,76 66 
289404,14 69 
292570,18 75 
293008,33 66 
293023,81 69 
293190,43 68 
295942,95 74 
295942,95 65 
295942,95 3 
296435,65 66 
296442,77 69 
299962,41 68 
303202,04 74 
303202,04 65 
303202,04 3 
303927,7 66 
303932,13 69 
306582,81 75 
307162,78 66 
307167,96 69 
307217,99 68 
307258,62 74 
307258,62 65 
307258,62 3 
307626,74 66 
307634,64 69 
309113,96 75 
309210,47 66 
309219,22 69 
310074,77 75 
310296,04 66 
310303,4 69 
310761,57 75 
311050,59 66 
311054 69 
311138,04 75 
311355,77 64 
311370,89 68 
311707,88 74 
311707,88 65 
311707,88 3 
312130,93 66 
312138,13 69 
315724,31 68 
317130,29 74 
317130,29 65 
317130,29 3 
318215,96 66 
318226,04 69 
321145,14 68 
322058,54 74 
322058,54 4 
323411,05 66 
323413,64 69 
323522,01 75 
323708,35 66 
323713,71 69 
324072,42 75 
324456,02 66 
324464,18 69 
324589,5 75 
324827,27 66 
324831,2 69 
325261,83 75 
325552,06 66 
325565,04 69 
325726,77 75 
325943,69 66 
325948,8 69 
326065,49 68 
326281,71 74 
326281,71 65 
326281,71 3 
326434,87 66 
326449 69 
326593,62 75 
326763,56 66 
326766,19 69 
326899,45 75 
326971,81 66 
326982,79 69 
330302,11 68 
332450,11 74 
332450,11 65 
332450,11 3 
332955,82 66 
332970,63 69 
333595,15 75 
333731,72 66 
333737,96 69 
335379,77 75 
335588,06 66 
335606,1 69 
335859,47 75 
335999,73 66 
336006,43 69 
336456,93 68 
337002,24 74 
337002,24 65 
337002,24 3 
337463,71 66 
337474,36 69 
338862,57 75 
339047,79 66 
339058,68 69 
339815,3 75 
340039,98 66 
340043,04 69 
340426,2 75 
340611,59 66 
340626,51 69 
340866,66 75 
341056,01 64 
341060,36 68 
341500,17 74 
341500,17 65 
341500,17 3 
341591,92 66 
341594,46 69 
343172,18 75 
343292,2 66 
343295,47 69 
343794,53 75 
343887,34 66 
343895,79 69 
344210,51 75 
344532,56 66 
344546,17 69 
344789,99 75 
345124,89 66 
345130,1 69 
345242,02 75 
345363,85 66 
345380,14 69 
345513,75 68 
345887,37 74 
345887,37 65 
345887,37 3 
346030,63 66 
346047,27 69 
349900,57 68 
362306,69 74 
362306,69 65 
362306,69 3 
362811,7 66 
362826,74 69 
366312,94 68 
366958,23 74 
366958,23 65 
366958,23 3 
367611,93 66 
367613,88 69 
370966,45 68 
371478,65 74 
371478,65 65 
371478,65 3 
372823,88 66 
372834,37 69 
374259,32 75 
374492,1 66 
374502,4 69 
374843,92 75 
375250,93 66 
375253,34 69 
375486,55 68 
375593,74 74 
375593,74 65 
375593,74 3 
375975,79 66 
375986,81 69 
376798,26 75 
376936,14 66 
376938 69 
377854,27 75 
378183,77 66 
378188,74 69 
378479,1 75 
378782,87 66 
378789,01 69 
378962,05 75 
379127,82 66 
379139,44 69 
379606,73 68 
379757,99 74 
379757,99 65 
379757,99 3 
379992,3 66 
380006,78 69 
380975,51 75 
381196,92 66 
381207,76 69 
381745,9 75 
381842,72 66 
381858,26 69 
382214,8 75 
382356,03 66 
382358,63 69 
382932,32 75 
383052,23 66 
383058,91 69 
383245,94 75 
383451,82 66 
383459,22 69 
383776,18 68 
383958,24 74 
383958,24 4 
384168,08 66 
384176,41 69 
384310,94 75 
384548,16 66 
384560,05 69 
385129,96 75 
385276,4 66 
385293,93 69 
385542,14 75 
385668 66 
385677,59 69 
387098,55 75 
387272,99 66 
387278,81 69 
387562,29 75 
387804,23 66 
387812,54 69 
387881,52 202
387881,52 159
387881,52 170
388880,55 68 
390379,89 65 
390379,89 1 
390910,11 74 
390910,11 4 
391171,8 66 
391181,73 69 
394934,66 68 
394997,64 74 
394997,64 4 
395635,73 66 
395651,8 69 
399004,52 68 
399479,87 65 
399479,87 1 
401480,04 65 
401480,04 1 
402679,94 65 
402679,94 1 
406279,91 65 
406279,91 1 
424182,66 74 
424182,66 4 
424708,13 66 
424724,23 69 
428193,38 68 
434379,83 65 
434379,83 1 
435880,04 65 
435880,04 1 
438579,98 65 
438579,98 1 
455479,85 65 
455479,85 1 
455533,51 74 
455533,51 4 
455679,97 73 
455931,95 66 
455947,79 69 
456679,83 73 
457379,86 73 
458882,3 75 
459307,99 66 
459317,11 69 
459418,22 75 
459704,86 64 
459717,41 68 
460809,78 74 
460809,78 4 
461018,95 66 
461035,07 69 
461162,22 75 
461348,16 66 
461352,06 69 
461769,62 75 
461960,2 66 
461969,13 69 
463054,19 75 
463455,78 66 
463470,25 69 
464821,61 68 
467089,96 74 
467089,96 4 
467780,04 73 
467788,3 66 
467790,43 69 
471109,5 68 
473470,69 74 
473470,69 4 
473819,53 66 
473828,1 69 
477481,48 68 
480180 65 
480180 1 
485907,04 74 
485907,04 4 
486111,53 66 
486120,83 69 
489923,81 68 
491598,35 74 
491598,35 4 
491754,96 66 
491758,5 69 
492079,93 73 
494858,73 75 
495147,25 66 
495161,13 69 
495611,92 68 
523079,86 65 
523079,86 1 
526379,95 65 
526379,95 1 
534079,82 65 
534079,82 1 
536279,95 65 
536279,95 1 
537579,92 65 
537579,92 1 
563179,92 65 
563179,92 1 
565380,69 65 
565380,69 1 
573779,84 65 
573779,84 1 
576380,01 65 
576380,01 1 
588346,12 74 
588346,12 4 
588532,13 66 
588548,97 69 
592352,17 68 
592766,85 74 
592766,85 4 
593107,56 66 
593119,38 69 
594279,96 73 
596772,26 68 
607149,84 74 
607149,84 4 
607750,84 66 
607763,63 69 
607889,85 75 
608059,24 66 
608064,37 69 
608590,04 75 
608959,43 66 
608964,78 69 
611166,45 68 
616479,88 65 
616479,88 1 
617881,67 65 
617881,67 1 
622679,82 65 
622679,82 1 
624179,84 65 
624179,84 1 
624880,04 65 
624880,04 1 
632380 65 
632380 1 
637479,88 65 
637479,88 1 
646254,72 74 
646254,72 4 
646515,52 66 
646526,54 69 
649579,85 73 
650262,84 68 
666369,89 74 
666369,89 4 
666743,46 66 
666758,65 69 
670378,37 68 
671879,99 65 
671879,99 1 
687379,93 65 
687379,93 1 
693679,84 65 
693679,84 1 
696779,91 65 
696779,91 1 
712079,84 65 
712079,84 1 
721379,91 65 
721379,91 1 
740242,37 74 
740242,37 4 
740619,51 66 
740631,69 69 
744251,48 68 
745279,82 65 
745279,82 1 
746654,96 203
746654,96 150
746654,96 179
747654,27 68 
761138,81 74 
761138,81 65 
761138,81 3 
761459,67 66 
761464,44 69 
764025,9 75 
764615,32 66 
764616,66 69 
764729,76 75 
765027,77 66 
765033,74 69 
765150,73 68 
765409,67 74 
765409,67 65 
765409,67 3 
765619,1 66 
765634,08 69 
766429,9 75 
766600,46 66 
766618,26 69 
768754,12 75 
768912,33 66 
768919,99 69 
769420,66 68 
769521,54 74 
769521,54 65 
769521,54 3 
769723,29 66 
769737,33 69 
770083,63 75 
770380,19 66 
770387,79 69 
771833,69 75 
771975,62 66 
771988,99 69 
772323,5 75 
772499,12 66 
772506,16 69 
772558,49 75 
772610,06 66 
772622,83 69 
772797,83 75 
772992,34 66 
773006,53 69 
773540,89 68 
773897,94 74 
773897,94 65 
773897,94 3 
774155,51 66 
774157,38 69 
774431,7 75 
774939,54 66 
774941,4 69 
775641,77 75 
775746,76 66 
775758,72 69 
776226,57 75 
776538,55 66 
776542,78 69 
776683,13 75 
776935,99 66 
776943,18 69 
777549,91 75 
777676,5 66 
777693,55 69 
777821,72 75 
777920,17 64 
777927,19 68 
778675,34 74 
778675,34 65 
778675,34 3 
778754,43 66 
778761,34 69 
778949,61 75 
779092,16 66 
779094,81 69 
781089,52 75 
781291,53 66 
781296,24 69 
781561,85 75 
781768,84 66 
781779,81 69 
781994,25 75 
782176,04 66 
782180,1 69 
782593,56 75 
782827,77 64 
782831,15 68 
783209,75 74 
783209,75 65 
783209,75 3 
783675,47 66 
783681,31 69 
783767,71 75 
784058,77 66 
784064,9 69 
784157,98 75 
784272,21 66 
784281,79 69 
784316,31 75 
784399,33 66 
784415,16 69 
787217,32 68 
790211,97 74 
790211,97 65 
790211,97 3 
790959,76 66 
790970,11 69 
791739,19 75 
791887,41 66 
791904,18 69 
792757,63 75 
792976,54 66 
792988,34 69 
793309,49 75 
793508,07 66 
793522,16 69 
793914,1 75 
794131,63 66 
794139,39 69 
794223,07 68 
794454,73 74 
794454,73 65 
794454,73 3 
794755,85 66 
794773,06 69 
795337,79 75 
795487,68 66 
795490,65 69 
797826,73 75 
798003,68 66 
798009,09 69 
798475,9 68 
798717,83 74 
798717,83 65 
798717,83 3 
798883,47 66 
798892,84 69 
799415,53 75 
799507,8 66 
799510,25 69 
800022,51 75 
800171,81 66 
800177,17 69 
801466,06 75 
801542,6 66 
801545,19 69 
802073,99 75 
802223,42 66 
802228,81 69 
802604,97 75 
802886,18 64 
802895,92 68 
803002,08 74 
803002,08 65 
803002,08 3 
804063,47 66 
804080,15 69 
805106,27 75 
805230,69 66 
805247,71 69 
805845,54 75 
805966,76 66 
805981,69 69 
807015,85 68 
810189,42 74 
810189,42 65 
810189,42 3 
810335,7 66 
810351,59 69 
810536,47 75 
811030,42 66 
811035,69 69 
811171,44 75 
811295,82 66 
811302,33 69 
813818,14 75 
814334,6 64 
814338,28 68 
815095,16 74 
815095,16 65 
815095,16 3 
815239,76 66 
815255,35 69 
815749,9 75 
815895,64 66 
815905,87 69 
816282,33 75 
816382,43 66 
816389,59 69 
818006,18 75 
818195,78 66 
818207,87 69 
818637,92 75 
818696,94 66 
818708,25 69 
819082,72 75 
819207,51 64 
819225,28 68 
819910,06 74 
819910,06 65 
819910,06 3 
820623,39 66 
820626,25 69 
821749,83 75 
821887,54 66 
821893,77 69 
823329,77 75 
823458,69 66 
823462,19 69 
823609,86 75 
823868,84 66 
823878,92 69 
823928,92 68 
824043,43 74 
824043,43 65 
824043,43 3 
824211,23 66 
824228,82 69 
824286,6 75 
824768,71 66 
824779,42 69 
826494,4 75 
826728,45 66 
826731,33 69 
827813,94 75 
828087,43 64 
828098,5 68 
828347,47 74 
828347,47 65 
828347,47 3 
828607,82 66 
828615,53 69 
829021,92 75 
829299,58 66 
829316,08 69 
829674,97 75 
829883,77 66 
829899,85 69 
830348,25 75 
830658,54 66 
830667,1 69 
830803,83 75 
831039,54 66 
831051,07 69 
831985,66 75 
832108,17 66 
832118,2 69 
832368,7 68 
832685,41 74 
832685,41 65 
832685,41 3 
832807,34 66 
832818,7 69 
833493,93 75 
833655,44 66 
833669,4 69 
834397,86 75 
834494,52 66 
834503,35 69 
834953,75 75 
835184,53 66 
835187,35 69 
835435,4 75 
835714,95 66 
835721,24 69 
835837,83 75 
836059,41 66 
836071,47 69 
836395,91 75 
836783,95 64 
836788,61 68 
836978,57 74 
836978,57 65 
836978,57 3 
837252,14 66 
837255,45 69 
837568,26 75 
837947,52 66 
837956,12 69 
838945,7 75 
839051,79 66 
839057,11 69 
839459,48 75 
839619,83 66 
839623,99 69 
840865,73 75 
841171,7 64 
841175,35 68 
841459,72 74 
841459,72 65 
841459,72 3 
841696,53 66 
841708,85 69 
842925,76 75 
843131,38 66 
843143,3 69 
843439,55 75 
843551,66 66 
843560,3 69 
844082,35 75 
844276,05 66 
844277,56 69 
844765,96 75 
844916,17 66 
844927,97 69 
845383,54 75 
845769,12 64 
845778,68 68 
846093,71 74 
846093,71 65 
846093,71 3 
846327,71 66 
846329,02 69 
846851,85 75 
847143,76 66 
847146,56 69 
849775,2 75 
849979,52 66 
849998,52 69 
850098,74 68 
850519,47 74 
850519,47 65 
850519,47 3 
850799,46 66 
850815,76 69 
851931,01 75 
852019,61 66 
852033,39 69 
854535,51 68 
855202,05 74 
855202,05 65 
855202,05 3 
855455,91 66 
855469,3 69 
859222,32 68 
866901,94 74 
866901,94 65 
866901,94 3 
867255,56 66 
867261,71 69 
870914,58 68 
876279,32 74 
876279,32 65 
876279,32 3 
877078,29 66 
877085,81 69 
880305,14 68 
881318,36 74 
881318,36 65 
881318,36 3 
882292,65 66 
882306,52 69 
885325,52 68 
886405,66 74 
886405,66 65 
886405,66 3 
886590,46 66 
886593,37 69 
890412,97 68 
891949,85 74 
891949,85 65 
891949,85 3 
892392,17 66 
892397,6 69 
895966,97 68 
896257,99 74 
896257,99 65 
896257,99 3 
896671,83 66 
896684,1 69 
897771,31 75 
897911,54 66 
897918,42 69 
898475,48 75 
898667,83 66 
898685,68 69 
899102,08 75 
899176,4 66 
899186,05 69 
899638,2 75 
899831,63 66 
899836,68 69 
900226,46 75 
900407,8 64 
900420,43 68 
900795,53 74 
900795,53 65 
900795,53 3 
901015,48 66 
901021 69 
901325,92 75 
901423,23 66 
901437,79 69 
902878,45 75 
903087,82 66 
903105,7 69 
903433,81 75 
903487,66 66 
903489,67 69 
904017,54 75 
904171,42 66 
904189,98 69 
904582,43 75 
904788,06 66 
904790,96 69 
904823,72 68 
905217,99 74 
905217,99 65 
905217,99 3 
905443,39 66 
905457,7 69 
905953,63 75 
906334,09 66 
906341,58 69 
908429,56 75 
908687,79 66 
908693,39 69 
909070,03 75 
909235,7 64 
909243,84 68 
909519,81 74 
909519,81 65 
909519,81 3 
909795,7 66 
909810,91 69 
910314,31 75 
910415,45 66 
910427,97 69 
911146,78 75 
911287,47 66 
911295,3 69 
912218,81 75 
912568,14 66 
912579,61 69 
912715,14 75 
912972,43 66 
912979,92 69 
913350,08 75 
913627,96 64 
913631,03 68 
913846,7 74 
913846,7 65 
913846,7 3 
914045,08 66 
914047,71 69 
914427,86 75 
914655,79 66 
914664,52 69 
915110,66 75 
915258,53 66 
915265,01 69 
916313,89 75 
916515,51 66 
916532,6 69 
916823,91 75 
916988,09 66 
916999,68 69 
917306,12 75 
917524,4 66 
917533,4 69 
917867,26 68 
917892,15 74 
917892,15 65 
917892,15 3 
918023,99 66 
918033,72 69 
918754,4 75 
918962,77 66 
918967,98 69 
919894,31 75 
920018,79 66 
920035,3 69 
920617,99 75 
920819,78 66 
920835,89 69 
920938,15 75 
921107,51 66 
921119,47 69 
921903,55 68 
921947,81 74 
921947,81 65 
921947,81 3 
922187,37 66 
922203,55 69 
925956,68 68 
926029,64 74 
926029,64 65 
926029,64 3 
926343,23 66 
926356,86 69 
926549,45 75 
926699,67 66 
926707,13 69 
927326,7 75 
927535,7 66 
927541,43 69 
927911,45 75 
928059,66 66 
928075,02 69 
928253,78 75 
928411,68 66 
928425,29 69 
928923,5 75 
929024,46 66 
929042,34 69 
929292,82 75 
929586,37 66 
929592,97 69 
929757,68 75 
930031,43 66 
930043,23 69 
930060,07 68 
930197,72 74 
930197,72 65 
930197,72 3 
930439,68 66 
930443,17 69 
930939,28 75 
931199,49 66 
931210,5 69 
931418,16 75 
931691,77 66 
931694,48 69 
931881,42 75 
931951,14 66 
931961,1 69 
933382,52 75 
933483,78 66 
933495,56 69 
934213,07 68 
934326,27 74 
934326,27 65 
934326,27 3 
934519,96 66 
934529,62 69 
935401,69 75 
935586,82 66 
935597,18 69 
937005,45 75 
937171,51 66 
937181,71 69 
937546,78 75 
937636,03 66 
937648,74 69 
937961,78 75 
938146,7 66 
938149,57 69 
938332,65 68 
938873,09 74 
938873,09 65 
938873,09 3 
939043,59 66 
939049,81 69 
942315,01 75 
942671,9 66 
942685,91 69 
942886,15 68 
943126,03 74 
943126,03 65 
943126,03 3 
943543,27 66 
943553,18 69 
944585,51 75 
944915,03 66 
944921,04 69 
947139,72 68 
948033,75 74 
948033,75 4 
948334,54 66 
948340,37 69 
952043,09 68 
953885,7 74 
953885,7 65 
953885,7 3 
954119,74 66 
954127,94 69 
956702,35 75 
956807,65 66 
956813,51 69 
957897,72 68 
959257,55 74 
959257,55 65 
959257,55 3 
959391,41 66 
959398,65 69 
963268,45 68 
970169,74 74 
970169,74 65 
970169,74 3 
970463,63 66 
970473,75 69 
974176,66 68 
976850,05 74 
976850,05 4 
977235,4 66 
977245,57 69 
979229,73 75 
979555,84 66 
979564,04 69 
980865,33 68 
984326,22 74 
984326,22 65 
984326,22 3 
984662,79 66 
984668,35 69 
986254,07 75 
986472,32 66 
986485,99 69 
986923,21 75 
986993,96 66 
987003,04 69 
987102,28 75 
987212,67 66 
987219,9 69 
987478,83 75 
987691,62 66 
987703,58 69 
988023,49 75 
988403,83 64 
988420,94 68 
988465,91 74 
988465,91 65 
988465,91 3 
988703,38 66 
988721,05 69 
989071,67 75 
990007,09 66 
990022,02 69 
990606,19 75 
990803,81 66 
990806,69 69 
991553,82 75 
991654,44 66 
991657,07 69 
991738,11 75 
991834,32 66 
991840,3 69 
992002,57 75 
992311,77 66 
992323,86 69 
992473,97 68 
993230,7 74 
993230,7 65 
993230,7 3 
993419,73 66 
993424,71 69 
993951,86 75 
994059,55 66 
994075,39 69 
994358,9 75 
994462,55 66 
994475,6 69 
995094,8 75 
995163,7 66 
995175,98 69 
995578,55 75 
995743,45 66 
995759,74 69 
996127,9 75 
996371,6 66 
996376,93 69 
996785,98 75 
996903,16 66 
996911,03 69 
997234,65 75 
997451,65 64 
997461,09 68 
997770,26 74 
997770,26 65 
997770,26 3 
997914,85 66 
997928,06 69 
998509,36 75 
998851,65 66 
998862,15 69 
999109,9 75 
999283,63 66 
999295,77 69 
999649,81 75 
999945,31 66 
999962,95 69 
1000184,95 75 
1000355,7 66 
1000363,25 69 
1000582,66 75 
1000695,44 66 
1000697,41 69 
1001781,34 68 
1002374,63 74 
1002374,63 65 
1002374,63 3 
1002518,6 66 
1002531,51 69 
1002919,44 75 
1003028,13 66 
1003031,95 69 
1003945,99 75 
1004099,34 66 
1004116,11 69 
1006384,65 68 
1010193,85 74 
1010193,85 65 
1010193,85 3 
1010655,57 66 
1010671,11 69 
1014207,27 68 
1015866,34 74 
1015866,34 65 
1015866,34 3 
1015908,04 66 
1015925,47 69 
1019878,24 68 
1029257,52 74 
1029257,52 65 
1029257,52 3 
1029586,29 66 
1029602,16 69 
1031279,43 75 
1031447,62 66 
1031453,68 69 
1031633,9 75 
1031900,44 66 
1031903,97 69 
1032223,19 75 
1032452,03 66 
1032454,55 69 
1033094,02 75 
1033288,03 64 
1033305,11 68 
1033607,73 74 
1033607,73 65 
1033607,73 3 
1033788,14 66 
1033805,44 69 
1035022,16 75 
1035183,52 66 
1035189,9 69 
1035931,22 75 
1036091,36 66 
1036107,23 69 
1036567,5 75 
1036779,45 66 
1036791,52 69 
1037061,75 75 
1037291,63 66 
1037308,41 69 
1037625,14 68 
1038190,22 74 
1038190,22 65 
1038190,22 3 
1038419,8 66 
1038425,65 69 
1038791,7 75 
1038992,31 66 
1039009,39 69 
1042195,29 68 
1042246,01 74 
1042246,01 65 
1042246,01 3 
1042475,62 66 
1042478,73 69 
1043565,8 75 
1043707,51 66 
1043713,11 69 
1044006,38 75 
1044311,34 66 
1044313,6 69 
1045667,99 75 
1045851,41 66 
1045864,65 69 
1046264,99 68 
1046889,54 74 
1046889,54 65 
1046889,54 3 
1047064,07 66 
1047065,83 69 
1047483,71 75 
1047710,98 66 
1047716,03 69 
1049066,79 75 
1049395,66 66 
1049401,05 69 
1050490,06 75 
1050695,64 66 
1050701,68 69 
1050902,19 68 
1051027,25 74 
1051027,25 65 
1051027,25 3 
1051195,57 66 
1051201,98 69 
1051578,78 75 
1051799,59 66 
1051802,63 69 
1052151,43 75 
1052323,47 66 
1052336,24 69 
1052913,98 75 
1053083,42 66 
1053086,84 69 
1053532,13 75 
1053735,55 66 
1053742,39 69 
1054105,94 75 
1054327,64 66 
1054337,79 69 
1054691,61 75 
1054915,52 66 
1054921,65 69 
1055038,47 68 
1055165,82 74 
1055165,82 65 
1055165,82 3 
1055439,57 66 
1055455,28 69 
1055775,49 75 
1056083,75 66 
1056089,18 69 
1056621,35 75 
1056885,52 66 
1056890,31 69 
1057810,86 75 
1057972,18 66 
1057974,14 69 
1058753,63 75 
1058951,74 66 
1058958,22 69 
1059174,88 68 
1059305,96 74 
1059305,96 65 
1059305,96 3 
1059415,13 66 
1059425,16 69 
1059885,31 75 
1060010,99 66 
1060025,75 69 
1061591,12 75 
1061728,87 66 
1061743,41 69 
1062213,96 75 
1062348,03 66 
1062360,57 69 
1062702,8 75 
1062931,53 66 
1062944,34 69 
1063167,34 75 
1063335,33 64 
1063344,67 68 
1063637,73 74 
1063637,73 4 
1063783,73 66 
1063794,97 69 
1064219,51 75 
1064278,55 66 
1064295,35 69 
1066749,84 75 
1066831,48 66 
1066847,32 69 
1067648,16 68 
1073119,3 74 
1073119,3 65 
1073119,3 3 
1073551,84 66 
1073569,05 69 
1077138,71 68 
1089098,35 74 
1089098,35 65 
1089098,35 3 
1089212,09 66 
1089214,48 69 
1093117,65 68 
1103253,65 74 
1103253,65 65 
1103253,65 3 
1103540,02 66 
1103542,19 69 
1107261,89 68 
1111605,91 74 
1111605,91 65 
1111605,91 3 
1111851,5 66 
1111864,96 69 
1112084 204
1112084 155
1112084 175
1113083,88 68 
1118714,79 74 
1118714,79 4 
1119068,7 66 
1119070,58 69 
1119683,29 65 
1119683,29 1 
1119782,42 65 
1119782,42 1 
1120482,51 65 
1120482,51 1 
1122723,88 68 
1147782,6 65 
1147782,6 1 
1154182,49 65 
1154182,49 1 
1173261,53 74 
