********************
Experiment,   Pi_Causal_5b
94613,45 75 
94870,83 66 
94872,24 69 
95194,93 75 
95546,53 66 
95556,15 69 
95633,63 75 
95875,11 66 
95889,78 69 
96169,26 75 
96523,19 66 
96540,24 69 
97958,03 68 
102705,59 74 
102705,59 65 
102705,59 3 
103718,58 66 
103728,97 69 
103861,49 75 
104018,85 66 
104029,31 69 
106715,58 68 
110958,06 74 
110958,06 65 
110958,06 3 
111694,71 66 
111701,74 69 
114971,08 68 
118530,21 74 
118530,21 65 
118530,21 3 
119198,8 66 
119207,45 69 
119294,77 75 
119638,86 66 
119641,35 69 
122543,54 68 
125605,18 74 
125605,18 65 
125605,18 3 
125802,34 66 
125812,48 69 
129615,5 68 
139651,2 74 
139651,2 65 
139651,2 3 
139890,93 66 
139906,52 69 
140973,28 75 
141102,74 66 
141107,71 69 
141437,75 75 
141610,61 66 
141624,62 69 
143659,71 68 
145361,44 74 
145361,44 65 
145361,44 3 
146394,4 66 
146411,48 69 
149380,63 68 
150129,02 74 
150129,02 65 
150129,02 3 
151194,57 66 
151198,7 69 
151305,1 75 
151578,34 66 
151582,4 69 
154134,22 68 
154934,48 74 
154934,48 65 
154934,48 3 
156232,26 66 
156235,64 69 
156362,87 75 
156586,62 66 
156602,63 69 
158954,57 68 
159305,59 74 
159305,59 65 
159305,59 3 
160295,4 66 
160305,41 69 
160411,5 75 
160518,99 66 
160522,28 69 
160989,83 75 
161214,7 66 
161222,84 69 
161425,92 75 
161646,71 66 
161656,5 69 
161938,57 75 
162094,74 66 
162106,82 69 
163324,62 68 
163635,69 74 
163635,69 65 
163635,69 3 
163718,66 66 
163724,66 69 
166450,86 75 
166570,94 66 
166576,89 69 
167644,54 68 
168110,04 74 
168110,04 65 
168110,04 3 
168374,36 66 
168378,26 69 
172131,42 68 
173473,64 74 
173473,64 65 
173473,64 3 
174438,13 66 
174449,75 69 
174569,57 75 
174806,6 66 
174816,55 69 
175070,8 75 
175375,87 66 
175383,84 69 
175435,33 75 
175615,77 66 
175633,88 69 
175747,67 75 
175975,02 66 
175984,05 69 
176394,93 75 
176703,5 66 
176717,97 69 
176814,42 75 
177014,75 66 
177018,2 69 
177485,26 68 
178259,17 74 
178259,17 65 
178259,17 3 
178670,06 66 
178686,08 69 
178821,66 75 
178935,63 66 
178953,01 69 
182272,3 68 
182597,02 74 
182597,02 65 
182597,02 3 
183698,11 66 
183706,62 69 
186609 68 
187668,89 74 
187668,89 65 
187668,89 3 
187870,27 66 
187876,41 69 
188573,27 75 
188667,59 66 
188677,07 69 
191679,53 68 
202326,13 74 
202326,13 65 
202326,13 3 
203106,32 66 
203121,34 69 
206340,66 68 
208073,03 74 
208073,03 4 
208182,66 66 
208191,87 69 
211913,04 75 
212186,08 64 
212195,05 68 
223841,13 74 
223841,13 65 
223841,13 3 
224118,51 66 
224121,12 69 
227856,94 68 
230253,33 74 
230253,33 65 
230253,33 3 
230758,59 66 
230775,74 69 
234261,95 68 
239505,82 74 
239505,82 65 
239505,82 3 
239974,71 66 
239983,02 69 
243519,05 68 
245569,04 74 
245569,04 65 
245569,04 3 
246446,6 66 
246454,34 69 
246610,71 75 
246698,51 66 
246704,66 69 
246840,53 75 
247066,53 66 
247071,68 69 
249590,33 68 
251268,88 74 
251268,88 65 
251268,88 3 
252462,98 66 
252475,61 69 
252618,27 75 
252827,29 66 
252842,59 69 
253041,95 75 
253374 66 
253376,55 69 
253805,51 75 
253909,68 66 
253926,74 69 
254041,68 75 
254352,32 66 
254360,44 69 
254461,97 75 
254666,68 66 
254677,33 69 
254790,43 75 
256190,07 64 
256195,23 68 
256279,37 74 
256279,37 65 
256279,37 3 
256723,15 66 
256728,97 69 
256853,52 75 
256961,95 66 
256979,09 69 
260298,62 68 
260661,71 74 
260661,71 65 
260661,71 3 
260751,29 66 
260765,49 69 
260837,18 75 
261011,28 66 
261015,55 69 
262489,58 75 
262634,98 66 
262650,16 69 
263025,87 75 
263250,56 66 
263267,2 69 
263889,53 75 
264082,88 66 
264101,16 69 
264469,34 75 
264558,94 66 
264568,22 69 
264668,31 68 
265001,32 74 
265001,32 65 
265001,32 3 
265098,79 66 
265101,98 69 
268849,39 75 
268963 66 
268971,57 69 
269021,62 68 
269625,21 74 
269625,21 65 
269625,21 3 
269778,71 66 
269788,83 69 
270149,09 75 
270330,78 66 
270339,26 69 
271360,7 75 
271546,79 66 
271556,84 69 
271941,13 75 
272034,83 66 
272040,56 69 
273642,22 68 
280045,43 74 
280045,43 65 
280045,43 3 
280506,57 66 
280513,66 69 
281221,01 75 
281622,68 66 
281631,25 69 
281675,14 75 
281694,84 66 
281714,98 69 
282832,84 75 
283013,67 66 
283015,57 69 
284066,39 68 
287461,33 74 
287461,33 65 
287461,33 3 
288090,03 66 
288102,74 69 
291472,31 68 
291985,08 74 
291985,08 4 
292000,12 66 
292022,45 69 
292047,93 75 
293022,45 66 
293039,88 69 
295992,17 68 
308144,73 74 
308144,73 65 
308144,73 3 
308230,28 66 
308234,85 69 
308309,23 75 
308798,75 66 
308801,93 69 
312154,82 68 
313289,06 74 
313289,06 65 
313289,06 3 
313467,89 66 
313472,4 69 
313509,91 75 
314286,06 66 
314289,46 69 
316353,82 75 
316454,6 66 
316457,75 69 
316752,64 75 
316898,74 66 
316908,04 69 
317308,4 68 
317872,52 74 
317872,52 65 
317872,52 3 
318182,6 66 
318192,32 69 
318272,77 75 
318369,63 66 
318375,85 69 
320113,65 75 
320227,15 66 
320243,99 69 
320656,92 75 
320870,5 66 
320877,76 69 
321115,7 75 
321203,75 66 
321211,33 69 
321878,69 68 
322289,22 74 
322289,22 65 
322289,22 3 
323157,74 66 
323163,1 69 
326299,42 68 
329134,74 74 
329134,74 65 
329134,74 3 
329209,68 66 
329217,58 69 
333153,84 68 
335454,67 74 
335454,67 65 
335454,67 3 
335762,83 66 
335772,38 69 
336354,77 75 
336423,39 66 
336439,63 69 
339475,29 68 
340292,94 74 
340292,94 65 
340292,94 3 
341126,69 66 
341143,13 69 
344312,4 68 
347615,23 74 
347615,23 65 
347615,23 3 
347854,21 66 
347864,98 69 
351634,53 68 
354609,21 74 
354609,21 65 
354609,21 3 
355750,32 66 
355754,31 69 
356156,83 75 
356386,37 66 
356388,44 69 
357089,03 75 
357386,38 66 
357389 69 
357826,41 75 
358102,3 66 
358106,11 69 
358348,86 75 
358748,01 64 
358756,66 68 
358881,67 74 
358881,67 65 
358881,67 3 
359114,85 66 
359123,54 69 
359582,29 75 
359654,38 66 
359657,4 69 
359708,4 75 
359806,34 66 
359824,16 69 
362455,69 75 
362831,18 66 
362843,11 69 
362893,23 68 
362972,94 74 
362972,94 65 
362972,94 3 
363202,46 66 
363210,26 69 
363457,4 75 
364006,49 66 
364010,62 69 
366979,87 68 
367601,32 74 
367601,32 65 
367601,32 3 
368860,27 66 
368864,66 69 
369220,51 75 
369550,41 66 
369564,89 69 
369802,27 75 
370128,94 66 
370132,17 69 
370288,88 75 
370639,75 66 
370649,33 69 
370786,14 75 
371070,68 66 
371083,01 69 
371470,79 75 
371810,25 64 
371816,8 68 
372018,2 74 
372018,2 65 
372018,2 3 
372570,72 66 
372583,82 69 
372700,97 75 
372997,76 66 
373000,98 69 
373972,94 75 
374202,39 66 
374218,36 69 
374406,3 75 
374683,72 66 
374685,53 69 
376036,5 68 
377680,73 74 
377680,73 65 
377680,73 3 
377935,89 66 
377938 69 
378013,35 75 
378340,44 66 
378354,85 69 
378414,03 75 
378494,24 66 
378504,95 69 
380365,53 75 
380434,06 66 
380439,97 69 
381482,16 75 
381887,58 64 
381891,2 68 
382070,17 74 
382070,17 65 
382070,17 3 
382206,33 66 
382207,74 69 
383624,72 75 
383750,49 66 
383758,99 69 
384629,02 75 
384782,54 66 
384793,1 69 
385780,89 75 
385938,9 66 
385944,3 69 
386077,61 68 
386505,18 74 
386505,18 65 
386505,18 3 
386650,29 66 
386661,13 69 
387118,2 75 
387262,33 66 
387278,3 69 
388106,39 75 
388274,6 66 
388279,33 69 
389543,67 75 
389594,6 66 
389596,93 69 
389965,64 75 
390090,57 66 
390097,21 69 
390514,7 68 
391646,18 74 
391646,18 65 
391646,18 3 
392110,4 66 
392115,48 69 
393236,48 75 
393417,89 66 
393433,12 69 
393444,64 75 
393575,1 66 
393583,21 69 
395668,12 68 
399188,69 74 
399188,69 4 
399829,74 66 
399837,86 69 
399869,04 75 
400278,75 66 
400288,25 69 
403207,42 68 
405304,92 74 
405304,92 65 
405304,92 3 
405605,89 66 
405609,01 69 
409166,62 75 
409895,45 64 
409912,24 68 
410648,6 202
410648,6 155
410648,6 175
411647,54 68 
411653,45 74 
411653,45 4 
412045,9 66 
412048,04 69 
415683,3 68 
416446,7 65 
416446,7 1 
426746,82 65 
426746,82 1 
429247,54 65 
429247,54 1 
447046,74 65 
447046,74 1 
453946,76 65 
453946,76 1 
461484,78 74 
461484,78 4 
461550,56 66 
461568,18 69 
463446,94 65 
463446,94 1 
465504,73 68 
471446,89 65 
471446,89 1 
473446,82 65 
473446,82 1 
481846,79 65 
481846,79 1 
501226,73 74 
501226,73 65 
501226,73 3 
501354,58 66 
501365,35 69 
503280,73 75 
503546,98 65 
503546,98 1 
503574,33 66 
503583,57 69 
505076,88 75 
505239,92 64 
505251,65 68 
506268,24 74 
506268,24 65 
506268,24 3 
506462,18 66 
506469,14 69 
507088,7 75 
507178,11 66 
507186,29 69 
507641,59 75 
507914,35 66 
507920,32 69 
508265,07 75 
508442,52 66 
508453,98 69 
509272,79 75 
509378,65 66 
509388,02 69 
509946,01 75 
509978,91 66 
509989,14 69 
510261,54 75 
510409,98 64 
510422,11 68 
510930,69 74 
510930,69 65 
510930,69 3 
511014,2 66 
511022,55 69 
511622,11 75 
511786,56 66 
511789,85 69 
512740,63 75 
512914,3 66 
512924,09 69 
513502,03 75 
513590,21 66 
513607,84 69 
514224,9 75 
514398,05 66 
514408,46 69 
514938,58 75 
515010,29 64 
515025,63 68 
516358,1 74 
516358,1 65 
516358,1 3 
516435,42 66 
516443,34 69 
519050,45 75 
519206,12 66 
519212,14 69 
519474,91 75 
519666,77 66 
519679,18 69 
520363,66 68 
521653,11 74 
521653,11 4 
521958,29 66 
521964,36 69 
522156,78 75 
522251,68 66 
522264,51 69 
525667,05 68 
525710,98 74 
525710,98 4 
526125,97 66 
526134,28 69 
529720,54 68 
534312,76 74 
534312,76 65 
534312,76 3 
535047,54 66 
535057,46 69 
538326,87 68 
542005,09 74 
542005,09 4 
542682,54 66 
542696,64 69 
542877,28 75 
542937,49 66 
542946,87 69 
543046,69 65 
543046,69 1 
543208,19 75 
543302,72 66 
543313,92 69 
546015,96 68 
548624,12 74 
548624,12 4 
548937,14 66 
548951,39 69 
551585,34 75 
551851,78 66 
551854 69 
552637,63 68 
559229,61 74 
559229,61 65 
559229,61 3 
559361,93 66 
559376 69 
563245,95 68 
564500,65 74 
564500,65 65 
564500,65 3 
564625,75 66 
564630,41 69 
567690,08 75 
567841,86 66 
567849,87 69 
568516,47 68 
568706,02 74 
568706,02 4 
568768,05 66 
568783,32 69 
568792,19 75 
569214,72 66 
569218,04 69 
569369,9 75 
569454,33 66 
569467,21 69 
570929,4 75 
571194,54 66 
571201,73 69 
571468,9 75 
571562,14 66 
571568,73 69 
571796,71 75 
571898,3 66 
571902,31 69 
572719,59 68 
573358,15 74 
573358,15 65 
573358,15 3 
573542,16 66 
573553,46 69 
574517,72 75 
574594,08 66 
574604,32 69 
577373,28 68 
577406,37 74 
577406,37 65 
577406,37 3 
577477,95 66 
577489,81 69 
578460,45 75 
578530,08 66 
578540,63 69 
579376,62 75 
579426,42 66 
579441,31 69 
581388,51 75 
581798,15 64 
581809,82 68 
583080,63 74 
583080,63 4 
583622,18 66 
583627,98 69 
583772,01 75 
583874,01 66 
583878,09 69 
587097,44 68 
587436,51 74 
587436,51 4 
587898,93 66 
587914,5 69 
590356,27 75 
591077,46 66 
591083,65 69 
591257,47 75 
591474,52 64 
591484,09 68 
597593,46 74 
597593,46 4 
597726,55 66 
597738,57 69 
601608,25 68 
603365,04 74 
603365,04 65 
603365,04 3 
604014,2 66 
604026,67 69 
606376,42 75 
606866,92 66 
606878,99 69 
606938,28 75 
607138,43 66 
607145,75 69 
607379,7 68 
607568,59 74 
607568,59 4 
607750,85 66 
607762,94 69 
607885,07 75 
608106,2 66 
608113,16 69 
608409,85 75 
608645,81 66 
608663,75 69 
611582,67 68 
614128,48 74 
614128,48 4 
614493,39 66 
614501,63 69 
618137,79 68 
620616,39 74 
620616,39 65 
620616,39 3 
620694,6 66 
620706,04 69 
620896,34 75 
620976,3 66 
620989,65 69 
621146,7 65 
621146,7 1 
624625,82 68 
626744,05 74 
626744,05 4 
626993,42 66 
627010,84 69 
627124,09 75 
627313,95 66 
627327,78 69 
627812,83 75 
628033,43 66 
628045 69 
628776,96 75 
628873,88 66 
628879,15 69 
630764,43 68 
637704,2 74 
637704,2 65 
637704,2 3 
638038,76 66 
638052,59 69 
641724,02 68 
641854,13 74 
641854,13 65 
641854,13 3 
641906,11 66 
641922,19 69 
645875,28 68 
646852,54 74 
646852,54 65 
646852,54 3 
647033,88 66 
647042,75 69 
650862,54 68 
653308,27 74 
653308,27 4 
653742,08 66 
653747,99 69 
654946,72 65 
654946,72 1 
655146,96 65 
655146,96 1 
657317,34 68 
680945,02 74 
680945,02 65 
680945,02 3 
681182,04 66 
681185,43 69 
684955,23 68 
686184,36 74 
686184,36 4 
686606,28 66 
686622,91 69 
690192,53 68 
690846,81 65 
690846,81 1 
695846,74 65 
695846,74 1 
702346,77 65 
702346,77 1 
706746,83 65 
706746,83 1 
722740,66 74 
722740,66 65 
722740,66 3 
723210,02 66 
723217,54 69 
726753,73 68 
727224,73 74 
727224,73 4 
727634,57 66 
727637,56 69 
731240,33 68 
733996,27 74 
733996,27 65 
733996,27 3 
734134,58 66 
734142,44 69 
738012,28 68 
739263,83 74 
739263,83 4 
739350,8 66 
739363,08 69 
740360,95 75 
740477,75 66 
740480,77 69 
743282,78 68 
757476,47 74 
757476,47 4 
757695,38 66 
757710,37 69 
761496,69 68 
764746,93 65 
764746,93 1 
768356,86 74 
768356,86 4 
768921,75 66 
768935,58 69 
771996,13 75 
772129,76 66 
772138,07 69 
772371,85 68 
786936,05 74 
786936,05 4 
787125,46 66 
787133,02 69 
790952,54 68 
800540,58 74 
800540,58 65 
800540,58 3 
800805,7 66 
800809,94 69 
804546,19 68 
805896,2 74 
805896,2 65 
805896,2 3 
806101,55 66 
806113,95 69 
809916,88 68 
810446,7 65 
810446,7 1 
811156,44 74 
811156,44 65 
811156,44 3 
811254,11 66 
811267,85 69 
815170,94 68 
816145,05 74 
816145,05 4 
816769,43 66 
816772,28 69 
819248,02 75 
819537,7 66 
819541 69 
820158,25 68 
822844,1 74 
822844,1 4 
823045,82 203
823045,82 150
823045,82 179
824044,94 68 
842471,58 74 
842471,58 65 
842471,58 3 
842693,81 66 
842708,48 69 
844615,83 75 
844813,63 66 
844826,76 69 
845412,05 75 
845637,65 66 
845644,15 69 
846061,4 75 
846486,04 64 
846494,68 68 
846619,52 74 
846619,52 65 
846619,52 3 
846797,48 66 
846811,62 69 
849640,29 75 
849834,51 66 
849847,34 69 
850608,76 75 
850737,48 64 
850748,13 68 
851270,05 74 
851270,05 65 
851270,05 3 
851506,99 66 
851515,45 69 
851606,26 75 
851734,64 66 
851749,15 69 
852412,7 75 
852925,93 66 
852932,96 69 
853364,19 75 
853469,41 66 
853483,38 69 
854240,02 75 
854517,64 66 
854534,17 69 
854809,71 75 
855018,56 66 
855034,55 69 
855057,97 75 
855257,54 66 
855268,12 69 
855302,44 68 
855685,45 74 
855685,45 65 
855685,45 3 
856199,32 66 
856202,42 69 
856337,13 75 
856458,83 66 
856469,04 69 
859704,89 68 
860041,51 74 
860041,51 65 
860041,51 3 
860684,86 66 
860688,86 69 
860813,34 75 
860953,31 66 
860955,89 69 
863877,32 75 
864270,01 64 
864274,96 68 
864432,83 74 
864432,83 65 
864432,83 3 
864577,57 66 
864591,81 69 
864968,39 75 
865157,75 66 
865175,59 69 
865717,5 75 
865766,42 66 
865776,09 69 
866012,45 75 
866092,95 66 
866109,63 69 
868445,03 68 
873512,39 74 
873512,39 4 
874094,54 66 
874099,51 69 
877518,42 68 
877584,02 74 
877584,02 65 
877584,02 3 
877661,88 66 
877668,7 69 
879284,2 75 
879369,54 66 
879386,43 69 
880219,98 75 
880446,08 66 
880454,04 69 
880759,87 75 
880836,27 66 
880837,47 69 
881227,7 75 
881437,59 66 
881454,66 69 
881605,01 68 
881884,17 74 
881884,17 4 
882066,42 66 
882071,96 69 
884067,96 75 
884249,78 66 
884257,04 69 
884672,03 75 
884817,5 66 
884823,88 69 
885112,71 75 
885226,42 66 
885240,86 69 
885891,44 68 
886547,79 74 
886547,79 65 
886547,79 3 
886701,34 66 
886708,99 69 
888374,14 75 
888513,23 66 
888526,71 69 
889744,09 75 
889989,62 66 
889994,61 69 
890561,81 68 
893229,23 74 
893229,23 65 
893229,23 3 
894265,95 66 
894281,31 69 
896003,77 75 
896093,58 66 
896099,6 69 
896164,39 75 
896239,3 66 
896249,61 69 
897203,89 75 
897377,26 64 
897383,49 68 
897613,7 74 
897613,7 65 
897613,7 3 
897657,66 66 
897667,1 69 
901096,28 75 
901253,84 66 
901269,74 69 
901620,04 68 
902548,52 74 
902548,52 4 
902666,11 66 
902670,94 69 
904441,62 75 
904526,15 66 
904538,92 69 
906557,15 68 
906712,59 74 
906712,59 65 
906712,59 3 
906896,99 66 
906907,37 69 
906964,5 75 
907069,59 66 
907074,49 69 
907304 75 
907666,29 66 
907674,68 69 
910727,22 68 
910891,98 74 
910891,98 65 
910891,98 3 
911955,66 66 
911961,24 69 
913556,68 75 
913600,14 66 
913612,47 69 
914564,86 75 
914677,35 66 
914680,25 69 
914897,1 68 
915851,15 74 
915851,15 65 
915851,15 3 
916021,39 66 
916031,1 69 
918400,38 75 
918513,8 66 
918516,3 69 
919763,65 75 
919897,49 64 
919901,1 68 
920883,91 74 
920883,91 65 
920883,91 3 
921013,8 66 
921018,29 69 
922788,13 75 
922914,37 66 
922919,84 69 
923984,17 75 
924181,68 66 
924187,35 69 
924653,79 75 
924737,51 66 
924754,41 69 
924904,61 68 
926124,1 74 
926124,1 65 
926124,1 3 
926385,3 66 
926389,07 69 
927303,99 75 
927389,62 66 
927406,32 69 
928224,97 75 
928297,45 66 
928307,02 69 
930142,04 68 
930412,52 74 
930412,52 65 
930412,52 3 
930797,64 66 
930809,22 69 
931388,43 75 
931506,31 66 
931509,77 69 
933875,73 75 
934037,48 66 
934044,71 69 
934428,62 68 
935004,28 74 
935004,28 65 
935004,28 3 
935297,87 66 
935312,3 69 
936415,7 75 
936509,86 66 
936513,3 69 
938568,02 75 
938824,78 66 
938832,05 69 
939015,26 68 
939088,48 74 
939088,48 65 
939088,48 3 
939253,59 66 
939265,65 69 
939785,4 75 
940509,08 66 
940516,6 69 
943101,91 68 
958071,5 74 
958071,5 65 
958071,5 3 
958205,48 66 
958213,17 69 
962082,78 68 
963939,62 74 
963939,62 65 
963939,62 3 
964170,28 66 
964184,27 69 
967954,23 68 
968212,78 74 
968212,78 65 
968212,78 3 
969227,41 66 
969238,21 69 
971160,22 75 
971497,33 66 
971506,59 69 
971732,42 75 
971965,14 66 
971973,61 69 
972224,08 68 
972576,4 74 
972576,4 4 
973121,64 66 
973124,58 69 
974433,12 75 
974789,48 66 
974792,51 69 
976594 68 
979856,47 74 
979856,47 65 
979856,47 3 
980769,21 66 
980780,31 69 
980959,45 75 
981301,49 66 
981314,19 69 
983866,05 68 
984428,15 74 
984428,15 65 
984428,15 3 
985125,69 66 
985133,71 69 
985416,14 75 
985809,5 66 
985817,48 69 
986517,87 75 
986578,05 66 
986584,99 69 
988436,22 68 
989119,76 74 
989119,76 65 
989119,76 3 
989261,36 66 
989270,04 69 
989797,34 75 
990049,36 66 
990054,41 69 
990318,42 75 
990621,31 66 
990637,83 69 
990821,36 75 
991153,35 66 
991155,49 69 
991484 75 
991681,21 66 
991688,94 69 
991965,31 75 
992333,28 66 
992339,19 69 
993139,82 68 
993452,08 74 
993452,08 65 
993452,08 3 
994462,63 66 
994474,08 69 
994772,75 75 
994925,97 66 
994941,12 69 
995460,08 75 
995761,28 66 
995775,07 69 
996464,45 75 
996593,18 66 
996609,08 69 
997145,78 75 
997373,21 66 
997376,31 69 
997459,72 68 
997663,91 74 
997663,91 4 
997925,19 66 
997927,06 69 
999843,9 75 
999952,66 66 
999961,6 69 
1000531,31 75 
1000612,79 66 
1000628,83 69 
1000968,55 75 
1001069,5 66 
1001079,2 69 
1001679,65 68 
1001853,42 74 
1001853,42 65 
1001853,42 3 
1001973,2 66 
1001979,83 69 
1005866,17 68 
1008020,19 74 
1008020,19 65 
1008020,19 3 
1008305,27 66 
1008317,88 69 
1009152,03 75 
1009677,31 66 
1009685,68 69 
1009871,63 75 
1009992,48 66 
1010002,56 69 
1010695,9 75 
1010848,65 66 
1010853,55 69 
1011271,76 75 
1011458,26 66 
1011470,35 69 
1011809,55 75 
1012101,53 64 
1012104,66 68 
1012435,67 74 
1012435,67 65 
1012435,67 3 
1012638,02 66 
1012654,57 69 
1012932,76 75 
1013169,21 66 
1013171,93 69 
1016440,91 68 
1016823,2 74 
1016823,2 65 
1016823,2 3 
1017493,85 66 
1017508,26 69 
1017943,96 75 
1018402,33 66 
1018409,23 69 
1020844,5 68 
1021715,73 74 
1021715,73 65 
1021715,73 3 
1022073,93 66 
1022078,78 69 
1025731,27 68 
1026779,99 74 
1026779,99 65 
1026779,99 3 
1027157,11 66 
1027165,84 69 
1030785,41 68 
1032264,37 74 
1032264,37 65 
1032264,37 3 
1032841,53 66 
1032853,25 69 
1036272,82 68 
1037691,63 74 
1037691,63 65 
1037691,63 3 
1037897,22 66 
1037907,11 69 
1041710,14 68 
1043920,7 74 
1043920,7 4 
1044230,26 66 
1044245,25 69 
1045627,7 75 
1046181,2 66 
1046196,94 69 
1047931,53 68 
1055224,82 74 
1055224,82 65 
1055224,82 3 
1055545,23 66 
1055553,88 69 
1058431,86 75 
1058997,19 66 
1059006,53 69 
1059240,13 68 
1060651,26 74 
1060651,26 65 
1060651,26 3 
1061169,32 66 
1061174,84 69 
1061928,51 75 
1062028,68 66 
1062042,23 69 
1063231,47 75 
1063333,35 66 
1063343,25 69 
1063833,18 75 
1064085,38 66 
1064093,85 69 
1064303,59 75 
1064489,11 66 
1064494,5 69 
1064661,14 68 
1065141,08 74 
1065141,08 65 
1065141,08 3 
1065289,53 66 
1065294,84 69 
1068824,74 75 
1069289,72 64 
1069298,07 68 
1069461,6 74 
1069461,6 65 
1069461,6 3 
1069653,33 66 
1069665,29 69 
1070185,33 75 
1070333,11 66 
1070348,91 69 
1070509,51 75 
1070586,07 66 
1070599,12 69 
1072735,64 75 
1073157,68 66 
1073167,39 69 
1073352,6 75 
1073509,46 64 
1073517,63 68 
1074088,92 74 
1074088,92 65 
1074088,92 3 
1074265,47 66 
1074268,39 69 
1075979,74 75 
1076101,21 66 
1076103,45 69 
1076525,04 75 
1076685,09 66 
1076686,99 69 
1076967,66 75 
1077153,83 66 
1077170,37 69 
1077549,35 75 
1077921,46 66 
1077937,63 69 
1078030,85 75 
1078208,89 64 
1078221,18 68 
1078709,45 74 
1078709,45 65 
1078709,45 3 
1079089,54 66 
1079105,19 69 
1079333,57 75 
1079501,29 66 
1079505,67 69 
1080073,76 75 
1080942,78 66 
1080956,59 69 
1080985,72 75 
1081053,38 66 
1081056,7 69 
1082263,25 75 
1082517,29 66 
1082524,91 69 
1082725,78 68 
1082825,51 74 
1082825,51 65 
1082825,51 3 
1083180,41 66 
1083191,57 69 
1086524,23 75 
1087066,31 64 
1087077,94 68 
1087197,74 74 
1087197,74 65 
1087197,74 3 
1087305,44 66 
1087311,46 69 
1089215,75 75 
1089344,94 66 
1089346,28 69 
1089993,1 75 
1090113,41 66 
1090130,34 69 
1091127,06 75 
1091252,99 64 
1091264,96 68 
1092215,87 74 
1092215,87 65 
1092215,87 3 
1092317,33 66 
1092332,2 69 
1096235,15 68 
1101032,47 74 
1101032,47 65 
1101032,47 3 
1101241,43 66 
1101255,33 69 
1105041,78 68 
1120466,89 74 
1120466,89 65 
1120466,89 3 
1120900,81 66 
1120904,07 69 
1124473,27 68 
1128565,6 74 
1128565,6 65 
1128565,6 3 
1129272,82 66 
1129276,7 69 
1132579,36 68 
1133068,57 74 
1133068,57 65 
1133068,57 3 
1133417,48 66 
1133429,87 69 
1137082,72 68 
1138684,23 74 
1138684,23 4 
1139056,99 66 
1139067,54 69 
1141766,1 75 
1142334,19 66 
1142336,9 69 
1142471,26 75 
1142625,2 66 
1142636,91 69 
1142704,06 68 
1143664,02 74 
1143664,02 65 
1143664,02 3 
1143888,86 66 
1143904,47 69 
1144208,62 75 
1144342,05 66 
1144354,89 69 
1147674,54 68 
1149351,93 74 
1149351,93 65 
1149351,93 3 
1149496,75 66 
1149508,78 69 
1149827,15 75 
1150306,91 66 
1150309,73 69 
1151567,35 75 
1151671,23 66 
1151677,22 69 
1153361,91 68 
1153516,87 74 
1153516,87 65 
1153516,87 3 
1153620,93 66 
1153628,6 69 
1157531,74 68 
1160883,46 74 
1160883,46 65 
1160883,46 3 
1161229,05 66 
1161234,4 69 
1164904,02 68 
1165547,89 74 
1165547,89 65 
1165547,89 3 
1165840,85 66 
1165854,52 69 
1168476 75 
1168588,7 66 
1168606,7 69 
1169087,65 75 
1169209,2 66 
1169223,81 69 
1169557,56 68 
