********************
Experiment,   Pi_Causal_5b
81912,43 69 
82536,56 75 
82652,13 66 
82662,94 69 
82740,1 75 
82948,37 66 
82963,19 69 
83296,43 75 
83439,05 66 
83446,89 69 
84007,63 75 
84132,72 66 
84147,42 69 
84586,63 75 
84664,9 66 
84681,16 69 
84995,49 75 
85172,42 66 
85181,53 69 
85715,85 68 
85962,98 74 
85962,98 65 
85962,98 3 
86244,44 66 
86249,69 69 
89639,37 75 
90283,31 64 
90285,49 68 
91439,32 74 
91439,32 65 
91439,32 3 
91819,87 66 
91836,79 69 
92542,78 75 
92640,65 66 
92653,9 69 
95456,32 68 
97695,12 74 
97695,12 65 
97695,12 3 
97712,84 66 
97741,54 69 
97762,99 75 
98092,63 66 
98108,03 69 
99016,05 75 
99120,53 66 
99125,74 69 
101710,89 68 
106039,23 74 
106039,23 65 
106039,23 3 
106580,25 66 
106597,8 69 
110050,48 68 
111071,05 74 
111071,05 65 
111071,05 3 
112147,95 66 
112152,08 69 
114655,61 75 
115187,96 64 
115204,43 68 
115323,49 74 
115323,49 65 
115323,49 3 
115540,69 66 
115554,73 69 
116607,13 75 
116908,82 66 
116922,38 69 
119341,15 68 
119558,8 74 
119558,8 65 
119558,8 3 
120540,92 66 
120558,51 69 
122362,67 75 
122813,26 66 
122826,88 69 
123577,49 68 
123748,06 74 
123748,06 65 
123748,06 3 
124291,6 66 
124294,94 69 
124631,66 75 
124767,62 66 
124778,35 69 
124975,23 75 
125168,32 66 
125178,67 69 
125916,27 75 
126164,3 66 
126179,42 69 
127239,33 75 
127724,34 66 
127730,71 69 
127764,37 68 
127906,5 74 
127906,5 65 
127906,5 3 
128080,84 66 
128097,56 69 
128584,31 75 
128639,54 66 
128647,96 69 
128694,96 75 
128836,22 66 
128848,17 69 
129083,21 75 
129268,46 66 
129281,92 69 
130703,87 75 
130843,76 66 
130849,98 69 
131226,44 75 
131333,54 66 
131350,32 69 
131402,11 75 
131475,59 66 
131484,09 69 
131586,81 75 
131723,02 66 
131734,06 69 
131917,44 68 
132158,83 74 
132158,83 65 
132158,83 3 
132560,11 66 
132567,79 69 
134258,46 75 
134380,52 66 
134385,85 69 
135194,47 75 
135292,33 66 
135303,07 69 
135802,88 75 
136099,98 66 
136103,66 69 
136170,45 68 
136390,69 74 
136390,69 4 
136600,33 66 
136604,04 69 
136987,36 75 
137083,77 66 
137087,81 69 
137116,16 75 
137780,11 66 
137788,29 69 
139444,39 75 
140148,74 66 
140156,73 69 
140407,2 68 
146816,57 74 
146816,57 65 
146816,57 3 
147231,56 66 
147245,42 69 
150831,57 68 
150882,8 74 
150882,8 4 
151496,41 66 
151498,98 69 
151863,04 75 
152005,04 66 
152016,16 69 
152530,43 75 
153291,61 66 
153300,38 69 
153464,18 75 
153632,59 66 
153650,65 69 
154504,9 75 
154648,32 66 
154651,21 69 
154901,31 68 
154978,81 74 
154978,81 65 
154978,81 3 
155040,48 66 
155052,06 69 
158987,86 68 
166474,21 74 
166474,21 65 
166474,21 3 
167120,26 66 
167127,23 69 
169586,7 75 
170112,69 66 
170129,55 69 
170239,79 75 
170420,57 66 
170429,8 69 
170480,49 68 
171198,86 74 
171198,86 65 
171198,86 3 
171324,34 66 
171330,47 69 
172362,78 75 
172517,32 66 
172531,39 69 
174578,39 75 
174804,33 66 
174816,8 69 
175082,94 75 
175284,44 64 
175300,57 68 
175668,24 74 
175668,24 4 
175788,28 66 
175800,82 69 
176006,86 75 
176204,26 66 
176217,77 69 
177379,04 75 
177520,74 66 
177535,26 69 
179340 75 
179464,33 66 
179470,32 69 
179687,51 68 
180206,12 74 
180206,12 65 
180206,12 3 
180384,16 66 
180387,33 69 
180868,4 75 
181035,91 66 
181037,88 69 
181282,63 75 
181424,64 66 
181438,18 69 
183251,23 75 
183380,21 66 
183389,65 69 
183691,09 75 
183913,21 66 
183923,6 69 
184159,27 75 
184280,2 64 
184290,38 68 
185054,95 74 
185054,95 65 
185054,95 3 
185256,45 66 
185258,27 69 
185794,87 75 
186012,43 66 
186025 69 
186200,45 75 
186295,56 66 
186308,54 69 
186347,08 75 
186523,71 66 
186525,81 69 
186668,24 75 
186780,18 66 
186792,25 69 
187424,05 75 
187524,06 66 
187526,37 69 
187988,26 75 
188008,58 66 
188026,56 69 
189061,07 68 
189203,84 74 
189203,84 65 
189203,84 3 
189317,25 66 
189327,77 69 
190226,87 75 
190684,26 66 
190695,3 69 
192964,37 75 
193076,22 66 
193080,38 69 
193214,1 68 
194250,41 74 
194250,41 65 
194250,41 3 
194483,12 66 
194498,13 69 
194581,43 75 
194756,15 66 
194765,07 69 
198267,68 68 
198375,09 74 
198375,09 4 
198759,72 66 
198768,23 69 
199538,61 75 
199700,12 66 
199702,28 69 
200011,32 75 
200188,19 66 
200202,47 69 
201169,3 75 
201339,53 66 
201353,37 69 
201386,99 75 
202156,29 66 
202170,62 69 
202387,66 68 
204494,83 74 
204494,83 65 
204494,83 3 
204975,59 66 
204989,4 69 
208411,26 75 
208500,3 66 
208508,78 69 
208542,2 68 
208970,28 74 
208970,28 65 
208970,28 3 
209035,98 66 
209042,49 69 
209539,37 75 
209636,33 66 
209642,98 69 
212978,95 68 
213439,35 74 
213439,35 65 
213439,35 3 
213612,88 66 
213629,38 69 
217449,13 68 
218455,26 74 
218455,26 65 
218455,26 3 
219408,79 66 
219417,31 69 
222469,55 68 
224126,66 74 
224126,66 65 
224126,66 3 
225332,48 66 
225338,28 69 
228140,55 68 
243228,24 74 
243228,24 65 
243228,24 3 
243300,05 66 
243301,98 69 
243424,33 75 
243596,89 66 
243602,24 69 
244288,26 75 
244527,95 66 
244536,26 69 
247010,63 75 
247432,33 64 
247438,72 68 
247574,64 74 
247574,64 65 
247574,64 3 
247756,15 66 
247772,01 69 
251591,81 68 
252720,11 74 
252720,11 65 
252720,11 3 
253478,84 66 
253493,01 69 
256728,91 68 
256774,36 74 
256774,36 65 
256774,36 3 
257735,65 66 
257746,25 69 
260782,37 68 
260908,07 74 
260908,07 65 
260908,07 3 
262063,33 66 
262066,7 69 
264816,43 75 
265452,55 64 
265468,86 68 
266648,51 74 
266648,51 65 
266648,51 3 
267727,62 66 
267737,33 69 
270454,22 75 
270984,84 64 
270989,93 68 
271125,74 74 
271125,74 65 
271125,74 3 
271291,99 66 
271306,62 69 
271844,1 75 
272207,58 66 
272223,99 69 
272539,48 75 
272613,44 66 
272624,31 69 
274774,96 75 
275159,89 64 
275176,23 68 
275266,71 74 
275266,71 65 
275266,71 3 
275528,24 66 
275543,19 69 
275866,78 75 
276096,16 66 
276110,26 69 
276228,17 75 
276285,9 66 
276293,74 69 
276339,8 75 
276476,05 66 
276493,9 69 
279279,46 68 
279466,74 74 
279466,74 65 
279466,74 3 
279644,54 66 
279648,16 69 
283119,7 75 
283259,97 66 
283266,26 69 
283482,69 68 
283770,69 74 
283770,69 65 
283770,69 3 
284052,14 66 
284066,54 69 
284522,38 75 
284708,18 66 
284717,23 69 
285015,11 75 
285079,75 66 
285083,8 69 
287785,84 68 
288995,96 74 
288995,96 65 
288995,96 3 
289887,74 66 
289904,13 69 
290711,22 75 
290808,1 66 
290821,48 69 
291627,81 75 
291735,91 66 
291739,28 69 
292587,04 75 
292700,05 66 
292706,24 69 
293006,97 68 
293509,76 74 
293509,76 65 
293509,76 3 
293660,14 66 
293673,58 69 
295172,01 75 
295280,09 66 
295291,92 69 
296111,32 75 
296276,03 66 
296292,31 69 
297054,54 75 
297215,93 66 
297226,51 69 
297526,72 68 
297910,86 74 
297910,86 4 
298051,99 66 
298060,29 69 
298902,63 75 
299479,76 66 
299494,77 69 
301930,03 68 
302634,88 74 
302634,88 65 
302634,88 3 
303364,18 66 
303381,02 69 
306650,29 68 
306746,27 74 
306746,27 65 
306746,27 3 
307488,28 66 
307500,84 69 
310753,58 68 
310806,57 74 
310806,57 4 
311231,62 66 
311237,24 69 
311331,36 75 
311552,26 66 
311554,36 69 
312076,23 75 
312096,63 66 
312105,81 69 
312474,87 75 
312640,16 66 
312654,79 69 
313100,02 75 
313258,73 202
313258,73 155
313258,73 175
314256,51 68 
314319,39 74 
314319,39 65 
314319,39 3 
314424,33 66 
314439,46 69 
314792,64 75 
315132,09 66 
315140 69 
318325,91 68 
318333,99 74 
318333,99 4 
318969,95 66 
318976,25 69 
319111,57 75 
319300,28 66 
319309,82 69 
319723,6 75 
320028,1 66 
320043,72 69 
320355,93 75 
320923,49 66 
320928,17 69 
322362,49 68 
322455,92 65 
322455,92 1 
322855,1 74 
322855,1 4 
323336,1 66 
323346,26 69 
326866,26 68 
327283,16 74 
327283,16 4 
327843,88 66 
327849,84 69 
331302,33 68 
331311,29 74 
331311,29 65 
331311,29 3 
331784,06 66 
331786,2 69 
335338,75 68 
335499,31 74 
335499,31 4 
336183 66 
336189,35 69 
336334,78 75 
336520,06 66 
336523,08 69 
337125,88 75 
337343,94 66 
337356,98 69 
337546,92 75 
337803,97 66 
337807,29 69 
338036,05 75 
338191,7 66 
338207,59 69 
338355,13 75 
338396,65 66 
338407,84 69 
339508,88 68 
343644,04 74 
343644,04 65 
343644,04 3 
344156,05 66 
344162,05 69 
347665,3 68 
347799,48 74 
347799,48 4 
348479,78 66 
348482,46 69 
351783,74 75 
352507,45 64 
352518,48 68 
352762,6 74 
352762,6 4 
353131,32 66 
353135,91 69 
353190,91 75 
353308,32 66 
353319,09 69 
356771,75 68 
358151,34 74 
358151,34 65 
358151,34 3 
359103,75 66 
359106,79 69 
362159,85 68 
364156,02 65 
364156,02 1 
364660,21 74 
364660,21 4 
365151,83 66 
365161,39 69 
367986,41 75 
368583,49 66 
368597,36 69 
368680,85 68 
371855,18 74 
371855,18 65 
371855,18 3 
371943,31 66 
371950,21 69 
375869,65 68 
377022,55 74 
377022,55 65 
377022,55 3 
377963,84 66 
377971,15 69 
379815,01 75 
380119,06 66 
380122,82 69 
381040,35 68 
383642,38 74 
383642,38 65 
383642,38 3 
384752,09 66 
384759,68 69 
387006,31 75 
387531,99 66 
387545,17 69 
387662,06 68 
387715,29 74 
387715,29 65 
387715,29 3 
387879,82 66 
387895,34 69 
388666,11 75 
388983,98 66 
388996,25 69 
390754,09 75 
391040,03 66 
391047,84 69 
391732,02 68 
392334,79 74 
392334,79 4 
392520,68 66 
392532,31 69 
393030,71 75 
393243,97 66 
393249,68 69 
393575,82 75 
394039,19 66 
394050,48 69 
394154,39 75 
394231,33 66 
394234,21 69 
396351,87 68 
398150,67 74 
398150,67 65 
398150,67 3 
398567,73 66 
398570,37 69 
401355,84 65 
401355,84 1 
401779,77 75 
402092,01 66 
402106,29 69 
402156,42 68 
404263,73 74 
404263,73 4 
404483,97 66 
404491,48 69 
404994,28 75 
405168,17 66 
405175,69 69 
405750,75 75 
405899,79 66 
405909,15 69 
406303,88 75 
406431,91 66 
406442,96 69 
406890,47 75 
407220,86 66 
407226,95 69 
408277,71 68 
409356,04 65 
409356,04 1 
415090,36 74 
415090,36 4 
415697,12 66 
415700,38 69 
418855,96 65 
418855,96 1 
419102,54 68 
434510,12 74 
434510,12 4 
435112,28 66 
435114,94 69 
438517,39 68 
443797,68 74 
443797,68 65 
443797,68 3 
443943,68 66 
443954,72 69 
445855,92 65 
445855,92 1 
447807,73 68 
457055,96 65 
457055,96 1 
459295,95 74 
459295,95 4 
459583,65 66 
459600,31 69 
460834,82 75 
461059,67 66 
461067,79 69 
463302,99 68 
465130,8 74 
465130,8 4 
465951,66 66 
465954,97 69 
466054,19 75 
466243,73 66 
466255,52 69 
466881,53 75 
467179,15 66 
467189,15 69 
469140,65 68 
470218,82 74 
470218,82 65 
470218,82 3 
471571,6 66 
471575,79 69 
472903,13 75 
473370,89 66 
473377,32 69 
474227,88 68 
475182,75 74 
475182,75 65 
475182,75 3 
476075,89 66 
476079,49 69 
479046,82 75 
479201,27 64 
479215,09 68 
479567 74 
479567 4 
479695,81 66 
479698,9 69 
480558,07 75 
481187,65 66 
481200,12 69 
483584,98 68 
485257,81 74 
485257,81 4 
485567,75 66 
485570,07 69 
489273,1 68 
493315,44 74 
493315,44 65 
493315,44 3 
493487,83 66 
493492,66 69 
495657,55 65 
495657,55 1 
497328,81 68 
502526,13 74 
502526,13 65 
502526,13 3 
502603,53 66 
502616,29 69 
506535,8 68 
514890,3 74 
514890,3 65 
514890,3 3 
514991,12 66 
515008,85 69 
518895,48 68 
524831,02 74 
524831,02 4 
525116,06 66 
525133,54 69 
528836,25 68 
529038,2 74 
529038,2 4 
529387,52 66 
529403,17 69 
532190,85 75 
532612,05 66 
532622,3 69 
533056,15 68 
536917,89 74 
536917,89 65 
536917,89 3 
537075,5 66 
537092,29 69 
538597,93 75 
538716 66 
538727,27 69 
539709,84 75 
539784,81 66 
539794,41 69 
540546,54 75 
540711,51 66 
540728,48 69 
540928,69 68 
541612,16 74 
541612,16 4 
541751,59 66 
541762,53 69 
542550,88 75 
542616,12 66 
542629,97 69 
543133,77 75 
543274,99 66 
543280,62 69 
543430,24 75 
543643,66 66 
543647,36 69 
543851,83 75 
543929,31 66 
543931,47 69 
543955,22 75 
544087,73 66 
544097,71 69 
545632,3 68 
555747,55 74 
555747,55 65 
555747,55 3 
555983,74 66 
555990,09 69 
556929,41 75 
557151,73 66 
557157,74 69 
559298,31 75 
559516,37 66 
559526,12 69 
559759,82 68 
561855,92 65 
561855,92 1 
565555,93 65 
565555,93 1 
571379,44 74 
571379,44 65 
571379,44 3 
571851,74 66 
571868,78 69 
575389,11 68 
576050,45 74 
576050,45 4 
576475,62 66 
576488,97 69 
580058,57 68 
580155,94 65 
580155,94 1 
580956,03 65 
580956,03 1 
582065,78 74 
582065,78 65 
582065,78 3 
582171,3 66 
582177,4 69 
585990,03 75 
586095,79 64 
586113,07 68 
587355,82 65 
587355,82 1 
587454,47 74 
587454,47 65 
587454,47 3 
587643,47 66 
587647,66 69 
591467,16 68 
593655,99 65 
593655,99 1 
594000,12 74 
594000,12 4 
594246,97 66 
594252,52 69 
598005,55 68 
601994,57 74 
601994,57 4 
602187,51 66 
602192,21 69 
604690,53 75 
604835,32 66 
604844,01 69 
606011,8 68 
613397,7 74 
613397,7 4 
613559,46 66 
613567,85 69 
614594,8 75 
614995,76 66 
615002 69 
617404,03 68 
623850,2 74 
623850,2 4 
624055,51 66 
624058,64 69 
625456,04 65 
625456,04 1 
627861,69 68 
629815,2 74 
629815,2 65 
629815,2 3 
630011,36 66 
630013,32 69 
633832,8 68 
634178,43 74 
634178,43 4 
634347,61 66 
634350,02 69 
635122,31 75 
635219,63 66 
635234,17 69 
636291,28 75 
636595,38 66 
636601,55 69 
638186,18 68 
639358,42 74 
639358,42 4 
640070,61 66 
640087,43 69 
641006,78 75 
641179,45 66 
641188,32 69 
642213,68 75 
642375,46 66 
642389,21 69 
643373,67 68 
647580,12 74 
647580,12 65 
647580,12 3 
647831,51 66 
647843,51 69 
651581,65 75 
651935,51 64 
651946,95 68 
656056,03 65 
656056,03 1 
663155,88 65 
663155,88 1 
663276,98 74 
663276,98 65 
663276,98 3 
663495,4 66 
663505,4 69 
663756,05 65 
663756,05 1 
667291,68 68 
668255,97 65 
668255,97 1 
676355,94 65 
676355,94 1 
686837,17 74 
686837,17 65 
686837,17 3 
686939,82 66 
686956,47 69 
690843,86 68 
692112,71 203
692112,71 150
692112,71 179
693111,72 68 
701818,86 74 
701818,86 4 
702351,33 66 
702368,21 69 
705837,82 68 
706861,55 74 
706861,55 65 
706861,55 3 
707091,46 66 
707105,1 69 
710874,96 68 
711858,45 74 
711858,45 65 
711858,45 3 
712099,23 66 
712108,94 69 
715666,34 75 
716262,51 64 
716278,83 68 
718738,05 74 
718738,05 65 
718738,05 3 
719123,37 66 
719131 69 
722750,47 68 
722774,47 74 
722774,47 65 
722774,47 3 
722995,28 66 
723000,64 69 
724464,25 75 
724595,25 66 
724601,88 69 
725737,43 75 
726278,68 66 
726286,46 69 
726449,03 75 
726631,58 66 
726636,94 69 
726787,15 68 
727061,36 74 
727061,36 65 
727061,36 3 
727263,25 66 
727270,72 69 
727747,31 75 
727799,46 66 
727804,46 69 
728226,21 75 
728284,25 66 
728288,23 69 
728338,09 75 
728427,39 66 
728438,08 69 
730309,95 75 
730783,74 66 
730790,07 69 
731073,7 68 
732213,27 74 
732213,27 65 
732213,27 3 
733379,16 66 
733391,8 69 
733885,96 75 
734051,36 66 
734059,04 69 
734770,01 75 
734932,21 66 
734943,03 69 
735584,63 75 
735791,27 66 
735794,08 69 
736227,49 68 
736248,09 74 
736248,09 65 
736248,09 3 
736351,25 66 
736360,72 69 
736749,51 75 
737031,36 66 
737044,65 69 
739130,03 75 
739323,18 66 
739329,73 69 
739778,27 75 
740007,1 66 
740013,67 69 
740264,07 68 
740355,21 74 
740355,21 65 
740355,21 3 
740524,49 66 
740530,71 69 
742545,59 75 
742708,21 66 
742715,76 69 
742939,37 75 
743139,26 66 
743149,62 69 
743363,26 75 
743516,09 66 
743533,33 69 
744366,95 68 
744486,34 74 
744486,34 65 
744486,34 3 
744699,08 66 
744700,35 69 
745053,13 75 
745223,31 66 
745234,2 69 
745572,96 75 
745727,8 66 
745734,62 69 
747015,8 75 
747151,16 66 
747169,02 69 
747393,72 75 
747551,14 66 
747553,22 69 
748503,55 68 
748813,43 74 
748813,43 65 
748813,43 3 
749007,33 66 
749020,36 69 
749336,4 75 
749487,16 66 
749504,13 69 
750719,82 75 
750751,71 66 
750755,66 69 
751065,5 75 
751175,16 66 
751188,73 69 
751849,08 75 
751971,35 66 
751989,38 69 
752291,23 75 
752411,61 66 
752423,01 69 
752553,69 75 
752978,36 64 
752990,16 68 
753236,09 74 
753236,09 65 
753236,09 3 
753399,13 66 
753407,12 69 
755955,39 75 
756451,86 66 
756459,44 69 
756542,36 75 
756843,32 66 
756859,87 69 
757243,62 68 
757578,05 74 
757578,05 65 
757578,05 3 
757811,46 66 
757827,08 69 
758085,45 75 
758323,33 66 
758327,6 69 
759171,11 75 
759383,24 66 
759395,06 69 
759619,47 75 
759859,26 66 
759862,11 69 
760074,19 75 
760199,24 66 
760212,27 69 
761070,11 75 
761227,54 66 
761230,15 69 
761596,81 68 
761603,81 74 
761603,81 65 
761603,81 3 
761739,76 66 
761746,95 69 
761993,03 75 
762287,22 66 
762297,22 69 
762785,99 75 
762947,41 66 
762964,4 69 
763202,09 75 
763299,31 66 
763314,71 69 
765633,18 68 
765729,85 74 
765729,85 65 
765729,85 3 
766207,18 66 
766217,25 69 
766945,65 75 
767099,02 66 
767101,3 69 
767467,1 75 
767491,43 66 
767501,66 69 
767750,93 75 
767851,16 66 
767868,11 69 
768878,3 75 
768979,5 66 
768985,77 69 
769736,33 68 
769791,21 74 
769791,21 4 
769935,04 66 
769936,29 69 
770305,77 75 
770863,8 66 
770870,39 69 
771038,77 75 
771175,63 66 
771187,3 69 
773241,81 75 
773847,16 64 
773856,71 68 
774050,89 74 
774050,89 65 
774050,89 3 
774464,09 66 
774473,16 69 
776357,54 75 
776499,53 66 
776508,03 69 
776706,9 75 
776835,37 66 
776841,7 69 
777461,79 75 
777639 66 
777642,23 69 
777964,8 75 
778078,67 64 
778092,68 68 
778135,83 74 
778135,83 65 
778135,83 3 
778235,31 66 
778242,7 69 
782006,69 75 
782191,06 64 
782195,97 68 
782407,7 74 
782407,7 65 
782407,7 3 
782599,02 66 
782612,66 69 
782971,36 75 
783343,11 66 
783346,55 69 
783579,59 75 
783759,24 66 
783763,83 69 
785677,29 75 
785843,16 66 
785848,73 69 
786223,25 75 
786439,23 64 
786449 68 
786717,16 74 
786717,16 65 
786717,16 3 
786971,07 66 
786982,93 69 
789586,42 75 
789863,2 66 
789868,39 69 
790735,53 68 
791182,48 74 
791182,48 65 
791182,48 3 
791843,18 66 
791852,99 69 
794529,3 75 
795087,29 66 
795088,83 69 
795188,96 68 
795245,56 74 
795245,56 65 
795245,56 3 
795427,26 66 
795439,08 69 
795875,23 75 
796179,64 66 
796189,72 69 
796191,53 75 
796458,94 66 
796473,31 69 
799258,89 68 
799761,9 74 
799761,9 65 
799761,9 3 
800423,11 66 
800426,18 69 
803778,88 68 
811791,4 74 
811791,4 65 
811791,4 3 
812235,23 66 
812251,87 69 
812991,45 75 
813123,99 66 
813135,91 69 
814854,2 75 
815119,66 66 
815137,55 69 
815804,67 68 
816639,8 74 
816639,8 65 
816639,8 3 
817287 66 
817289,21 69 
817985,66 75 
818303,13 66 
818306,53 69 
819974,56 75 
820131,23 66 
820141,25 69 
820563,18 75 
820739,08 64 
820742,12 68 
820986,13 74 
820986,13 65 
820986,13 3 
821183,07 66 
821192,06 69 
824638,99 75 
825007 64 
825011,8 68 
825131,61 74 
825131,61 65 
825131,61 3 
825423,41 66 
825428,91 69 
825674,96 75 
826048,64 66 
826062,42 69 
826274,18 75 
826362,48 66 
826379,36 69 
826408,43 75 
826463,74 66 
826479,43 69 
826957,92 75 
827531,15 66 
827546,97 69 
827605,44 75 
827787,12 66 
827797,08 69 
828030,12 75 
828203,01 66 
828214,16 69 
828479,22 75 
828690,99 66 
828697,78 69 
828958,9 75 
829149,48 64 
829164,9 68 
829493,92 74 
829493,92 65 
829493,92 3 
829847,16 66 
829849,12 69 
830070,01 75 
830191,57 66 
830199,01 69 
830857,72 75 
831139,13 66 
831149,98 69 
831981,81 75 
832106,97 66 
832117,32 69 
832646,32 75 
833085,8 66 
833101,25 69 
833217,33 75 
833323,17 66 
833334,96 69 
833501,47 68 
834385,83 74 
834385,83 65 
834385,83 3 
834571,02 66 
834585,55 69 
834985,76 75 
835134,93 66 
835152,68 69 
835518,09 75 
835755,22 66 
835769,83 69 
836453,71 75 
836531,16 66 
836537,2 69 
836957,11 75 
837146,93 66 
837154,21 69 
837896,12 75 
838027,24 66 
838038,24 69 
838405,22 68 
838458,89 74 
838458,89 65 
838458,89 3 
838606,99 66 
838621,94 69 
838793,77 75 
838935,02 66 
838938,91 69 
840562,15 75 
840750,88 66 
840756,97 69 
841034,99 75 
841130,51 66 
841140,61 69 
842475 68 
842765,73 74 
842765,73 65 
842765,73 3 
843156,66 66 
843158,95 69 
843305,63 75 
843619,04 66 
843625,8 69 
843890,85 75 
843965,61 66 
843976,08 69 
846349,86 75 
846588,48 66 
846594,82 69 
846729,34 75 
846930,91 64 
846945 68 
847257,57 74 
847257,57 65 
847257,57 3 
847794,92 66 
847812,34 69 
848973,75 75 
848998,84 66 
849013,29 69 
851265,75 68 
853214,98 74 
853214,98 65 
853214,98 3 
853723,22 66 
853733,8 69 
857236,98 68 
857893,9 74 
857893,9 65 
857893,9 3 
858147,88 66 
858153,63 69 
861906,45 68 
862261,45 74 
862261,45 65 
862261,45 3 
862547,31 66 
862556,85 69 
866276,8 68 
868670,02 74 
868670,02 65 
868670,02 3 
868940,37 66 
868945,67 69 
872321,3 75 
872723,49 64 
872731,4 68 
872833,91 74 
872833,91 65 
872833,91 3 
873055,06 66 
873064,94 69 
873586,93 75 
873742,59 66 
873748,96 69 
873894,23 75 
873951,74 66 
873965,7 69 
874443,05 75 
874631,15 66 
874633,42 69 
874958,44 75 
875143,17 66 
875149,83 69 
875889,7 75 
876115,02 66 
876117,77 69 
876801,61 75 
877075,03 64 
877084,68 68 
877218,95 74 
877218,95 65 
877218,95 3 
877394,99 66 
877401,54 69 
877915,94 75 
878179 66 
878185,46 69 
878417,87 75 
878562,94 66 
878569,3 69 
878847,01 75 
878922,61 66 
878936,04 69 
879957,77 75 
880074,81 66 
880086,94 69 
880706,24 75 
880839,12 66 
880854,15 69 
881238,06 68 
881250,22 74 
881250,22 65 
881250,22 3 
881390,65 66 
881404,54 69 
881698,16 75 
881816,46 66 
881821,79 69 
883190,09 75 
883387,88 66 
883389,5 69 
884970,04 75 
885170,88 66 
885174,23 69 
885275,6 68 
