********************
Experiment,   Pi_Causal_5b
75209,24 66 
75224,12 69 
77898,45 75 
78470,16 64 
78476,83 68 
78574,54 74 
78574,54 65 
78574,54 3 
78683,81 66 
78693,53 69 
82579,92 68 
83477,07 74 
83477,07 65 
83477,07 3 
84327,27 66 
84330,96 69 
87483,57 68 
90668,86 74 
90668,86 65 
90668,86 3 
91783,11 66 
91786,66 69 
94689,16 68 
97604,18 74 
97604,18 65 
97604,18 3 
97987,4 66 
97991,48 69 
101162,45 75 
101866,8 64 
101877,72 68 
101981,95 74 
101981,95 65 
101981,95 3 
102304,79 66 
102311,36 69 
103050,6 75 
103121,84 66 
103128,77 69 
105997,82 68 
109605,86 74 
109605,86 65 
109605,86 3 
110386,53 66 
110400,85 69 
113620,31 68 
114201,21 74 
114201,21 65 
114201,21 3 
114214,7 66 
114237,28 69 
114260,09 75 
114944 66 
114954,38 69 
117241,22 75 
117322,84 66 
117339,55 69 
118207,29 68 
118248,77 74 
118248,77 65 
118248,77 3 
119160,97 66 
119174,34 69 
119294,11 75 
119474,41 66 
119491,33 69 
120562,7 75 
120675,32 66 
120692,34 69 
121594,16 75 
121738,67 66 
121743,13 69 
122198,79 75 
122334,49 64 
122343,43 68 
123188,96 74 
123188,96 65 
123188,96 3 
123411,14 66 
123427,49 69 
124370,36 75 
124421,5 66 
124428,62 69 
126697,18 75 
126802,71 66 
126813,55 69 
127197,39 68 
127260,89 74 
127260,89 65 
127260,89 3 
128003,98 66 
128014,25 69 
128989,24 75 
129283,03 66 
129298,61 69 
129415,96 75 
129479,58 66 
129482,3 69 
129984,51 75 
130268,14 66 
130282,73 69 
130477,75 75 
130556,83 66 
130566,27 69 
131267,01 68 
131558,52 74 
131558,52 65 
131558,52 3 
132811,88 66 
132817,94 69 
135570,26 68 
138261,29 74 
138261,29 65 
138261,29 3 
139499,5 66 
139506,45 69 
142275,27 68 
143049,49 74 
143049,49 65 
143049,49 3 
144170,26 66 
144176,69 69 
147062,47 68 
154938,63 74 
154938,63 65 
154938,63 3 
155450,42 66 
155452,44 69 
158148,96 75 
158552,21 66 
158554,77 69 
158662,52 75 
158890,56 66 
158904,52 69 
158954,79 68 
159817,82 74 
159817,82 65 
159817,82 3 
160193,32 66 
160205,46 69 
161930,41 75 
162079,04 66 
162090,55 69 
163825,18 68 
164301,77 74 
164301,77 65 
164301,77 3 
165089,94 66 
165092,66 69 
168312,02 68 
168573,03 74 
168573,03 65 
168573,03 3 
169703,88 66 
169712,74 69 
172581,84 68 
174061,91 74 
174061,91 65 
174061,91 3 
174207,11 66 
174216,17 69 
174245,35 75 
174386,35 66 
174399,77 69 
178069,4 68 
180657,07 74 
180657,07 65 
180657,07 3 
181082,43 66 
181088,14 69 
184093,21 75 
184803,67 64 
184808,03 68 
184958,93 74 
184958,93 65 
184958,93 3 
185154,88 66 
185157,98 69 
188977,5 68 
190124,3 74 
190124,3 65 
190124,3 3 
191128,68 66 
191145,77 69 
194131,51 68 
195717,54 74 
195717,54 65 
195717,54 3 
196382 66 
196399,73 69 
199735,99 68 
200313,26 74 
200313,26 65 
200313,26 3 
200453,82 66 
200469,51 69 
202069,12 75 
202218,42 66 
202221,01 69 
203721,45 75 
203859,18 66 
203872,16 69 
204322,81 68 
207920,76 74 
207920,76 65 
207920,76 3 
208026,94 66 
208042,27 69 
211928,37 68 
212541,18 74 
212541,18 4 
212847,05 66 
212862,28 69 
216548,69 68 
217534,36 74 
217534,36 65 
217534,36 3 
217830,72 66 
217832,99 69 
220141,23 75 
220238,08 66 
220251,35 69 
221552,56 68 
221782,5 74 
221782,5 65 
221782,5 3 
221871,74 66 
221885,84 69 
221973,75 75 
222129,96 66 
222136,11 69 
225789,14 68 
227240,79 74 
227240,79 4 
227407 66 
227423,42 69 
228129,38 75 
228427,38 66 
228440,96 69 
231259,88 68 
241793,13 74 
241793,13 65 
241793,13 3 
242238,4 66 
242251,37 69 
242781,42 75 
242865,86 66 
242868,92 69 
245804,35 68 
246181,16 74 
246181,16 65 
246181,16 3 
247278,32 66 
247288,54 69 
250191,44 68 
252941,8 74 
252941,8 65 
252941,8 3 
253042,06 66 
253059,64 69 
253093,84 75 
253416,22 66 
253426,68 69 
256817,12 75 
256986,75 64 
256996 68 
258505,39 74 
258505,39 65 
258505,39 3 
258650,84 66 
258663,92 69 
260099,09 75 
260214,48 66 
260231,79 69 
262517,21 68 
263278,76 74 
263278,76 65 
263278,76 3 
263360,46 66 
263367,51 69 
263989,18 75 
264278,26 66 
264284,92 69 
265449,97 75 
265557,93 66 
265569,21 69 
265841,6 75 
265944,18 66 
265952,83 69 
267287,5 68 
267545,28 74 
267545,28 65 
267545,28 3 
268619,62 66 
268621,74 69 
269750,82 75 
269838,49 66 
269855,8 69 
270985,06 75 
271354,43 66 
271357,41 69 
271557,6 68 
271638,32 74 
271638,32 65 
271638,32 3 
271899 66 
271907,42 69 
272178,77 75 
272350,39 66 
272357,83 69 
275643,58 68 
278598,85 74 
278598,85 65 
278598,85 3 
278922,99 66 
278929,33 69 
282214,12 75 
282670,45 64 
282682,29 68 
285398,59 74 
285398,59 65 
285398,59 3 
285626,26 66 
285634,51 69 
289404,74 68 
291589,29 74 
291589,29 65 
291589,29 3 
292458,85 66 
292473,04 69 
295132,54 75 
295233,91 66 
295242,15 69 
295282,03 75 
295442,87 66 
295458,92 69 
295608,95 68 
295651,42 74 
295651,42 65 
295651,42 3 
295870,49 66 
295875,72 69 
298433,16 75 
298546,11 66 
298561,02 69 
298590,74 75 
298678,69 66 
298694,45 69 
299136,29 75 
299222,71 66 
299228,22 69 
299662,12 68 
300016,25 74 
300016,25 65 
300016,25 3 
300094,84 66 
300112,2 69 
300638,29 75 
300750,35 66 
300762,72 69 
304032,08 68 
305465,16 74 
305465,16 4 
305923 66 
305933,29 69 
307465,08 75 
307946,39 66 
307951,73 69 
309486,24 68 
311199,72 74 
311199,72 4 
311330,68 66 
311337,42 69 
313749,16 75 
314242,29 66 
314256,33 69 
315207,61 68 
318720,51 74 
318720,51 65 
318720,51 3 
319642,26 66 
319644,39 69 
322729,75 68 
325400,78 74 
325400,78 65 
325400,78 3 
325767,35 66 
325781,74 69 
326673,09 75 
326796,03 66 
326799,39 69 
328581 75 
329095,09 66 
329100,97 69 
329418,19 68 
330369,23 74 
330369,23 65 
330369,23 3 
330682,66 66 
330685,58 69 
334388,67 68 
336180,68 74 
336180,68 65 
336180,68 3 
336366,23 66 
336373,15 69 
337422,76 75 
337626,48 66 
337640,89 69 
337999,21 75 
338031,37 66 
338042,3 69 
340192,79 68 
341066,63 74 
341066,63 65 
341066,63 3 
341162,57 66 
341176,8 69 
345080,21 68 
345502,21 74 
345502,21 65 
345502,21 3 
346003,88 66 
346014 69 
349517,03 68 
350257,33 74 
350257,33 65 
350257,33 3 
351494,7 66 
351501,34 69 
351648,45 75 
351770,16 66 
351784,96 69 
353086,74 75 
353219,24 66 
353236,04 69 
354270,35 68 
354329,15 74 
354329,15 65 
354329,15 3 
354710,9 66 
354720,49 69 
356652,76 75 
356826,35 66 
356838,81 69 
356933,62 75 
357011,47 66 
357022,27 69 
357033,69 75 
357160 66 
357172,38 69 
357680,98 75 
357866,35 66 
357872,99 69 
358340,3 68 
358540,09 74 
358540,09 4 
358686,27 66 
358690,22 69 
360360,88 75 
360546,35 66 
360558,56 69 
360909,33 75 
361134,25 66 
361142,33 69 
361420,47 75 
361602,53 66 
361609,1 69 
362418,53 75 
362598,84 64 
362610,36 68 
363264,61 74 
363264,61 65 
363264,61 3 
363381,69 66 
363393,79 69 
367280,69 68 
367332,96 74 
367332,96 65 
367332,96 3 
367487,36 66 
367496,86 69 
368001,39 75 
368135,06 66 
368147,41 69 
369808,85 75 
369886,18 66 
369898,78 69 
371350,21 68 
371485,82 202
371485,82 155
371485,82 175
372484,56 68 
375237,13 74 
375237,13 4 
375790,1 66 
375803,22 69 
376284,16 65 
376284,16 1 
377283,88 65 
377283,88 1 
379256,22 68 
382348,58 74 
382348,58 65 
382348,58 3 
382814,76 66 
382825,48 69 
385877,6 75 
386050,07 66 
386061,08 69 
386361,36 68 
386502,06 74 
386502,06 4 
386902,08 66 
386911,69 69 
387274,52 75 
387332,14 66 
387345,41 69 
390514,79 68 
401809,81 74 
401809,81 65 
401809,81 3 
402234,42 66 
402240,07 69 
405820,62 75 
406382,06 64 
406393,34 68 
406509,64 74 
406509,64 4 
407057,21 66 
407060,44 69 
410531,27 68 
410535,61 74 
410535,61 4 
411070,06 66 
411080,18 69 
413284,05 65 
413284,05 1 
414230,9 75 
414350,74 66 
414366,01 69 
414566,38 68 
418044,94 74 
418044,94 4 
418559,5 66 
418569,16 69 
422055,45 68 
423457,39 74 
423457,39 4 
423824,92 66 
423839,9 69 
427476,07 68 
432080,57 74 
432080,57 4 
432666,28 66 
432679,9 69 
436099,71 68 
436305,79 74 
436305,79 4 
436381,78 66 
436399,41 69 
437240,68 75 
437366,24 66 
437383,54 69 
438420,46 75 
438606,5 66 
438618,1 69 
439653,29 75 
439914,11 66 
439919 69 
440232,68 75 
440320,69 64 
440335,83 68 
444402,2 74 
444402,2 4 
444782,18 66 
444789,21 69 
448408,69 68 
452136,87 74 
452136,87 4 
452350,86 66 
452361,58 69 
456147,9 68 
458144,65 74 
458144,65 65 
458144,65 3 
458465,95 66 
458482,96 69 
459378,63 75 
459590,61 66 
459600,53 69 
459862,32 75 
460006,73 66 
460017,49 69 
460594,91 75 
460746,61 66 
460751,62 69 
461234,96 75 
461642,82 66 
461652,06 69 
461752,85 75 
461950,79 66 
461952,92 69 
462152,93 68 
462314,25 74 
462314,25 4 
462530,19 66 
462536,02 69 
462730,25 75 
462820,66 66 
462836,29 69 
464130,06 75 
464246,33 66 
464254,04 69 
464697,37 75 
464807,04 66 
464821,13 69 
466339,23 68 
471029,16 74 
471029,16 65 
471029,16 3 
471193,69 66 
471209,42 69 
472315,93 75 
472420,35 66 
472427,21 69 
473745,29 75 
473818,5 66 
473828,02 69 
474453,16 75 
474606,2 66 
474611,95 69 
475046,67 68 
475468,68 74 
475468,68 4 
475758,51 66 
475763,21 69 
476022,02 75 
476158,09 66 
476163,32 69 
477868,41 75 
477937,18 66 
477947,81 69 
479482,71 68 
479737,58 74 
479737,58 4 
479882,73 66 
479899,31 69 
480250,36 75 
480342,36 66 
480349,65 69 
482064,73 75 
482138,12 66 
482151,01 69 
483752,55 68 
489729,23 74 
489729,23 4 
490082,73 66 
490090,51 69 
493743,25 68 
494228,89 74 
494228,89 65 
494228,89 3 
494593,88 66 
494610,47 69 
497808,5 75 
497951,07 66 
497963,12 69 
498247 68 
499388,35 74 
499388,35 4 
499530,2 66 
499547,58 69 
500509,49 75 
500742,52 66 
500748,92 69 
503400,88 68 
517109,69 74 
517109,69 65 
517109,69 3 
517287,17 66 
517294,69 69 
520849,98 75 
521605,96 64 
521614,53 68 
521756,49 74 
521756,49 4 
521865,8 66 
521881,35 69 
525767,82 68 
533145,26 74 
533145,26 65 
533145,26 3 
533311,04 66 
533323,33 69 
537020,82 75 
537320,26 64 
537326,73 68 
540383,92 65 
540383,92 1 
547884 65 
547884 1 
566452,96 74 
566452,96 65 
566452,96 3 
566483,95 65 
566483,95 1 
566775,2 66 
566782,24 69 
567484,07 65 
567484,07 1 
570468,71 68 
578713,02 74 
578713,02 4 
578815,69 66 
578824,93 69 
579005,86 75 
579070,5 66 
579075,42 69 
579683,89 65 
579683,89 1 
582727,77 68 
584200,69 74 
584200,69 65 
584200,69 3 
584969,78 66 
584979,37 69 
587317,38 75 
587646,47 66 
587648,51 69 
587789,01 75 
587881,36 66 
587898,33 69 
588215,49 68 
591183,9 65 
591183,9 1 
591283,88 65 
591283,88 1 
602684,18 65 
602684,18 1 
606819,01 74 
606819,01 65 
606819,01 3 
607065,94 66 
607079,55 69 
610832,87 68 
614784,04 65 
614784,04 1 
616184,89 74 
616184,89 4 
616466,38 66 
616470,14 69 
617052,85 75 
617190,61 66 
617204 69 
619588,92 75 
619869,54 66 
619872,97 69 
620190,69 68 
625544,87 74 
625544,87 65 
625544,87 3 
625811,01 66 
625827,23 69 
626053,49 75 
626126,21 66 
626144,15 69 
626803,67 75 
626858,7 66 
626861,56 69 
629563,81 68 
632228,59 74 
632228,59 65 
632228,59 3 
632423,44 66 
632432,25 69 
635429,25 75 
635610,23 66 
635618,06 69 
636045,72 75 
636084,11 65 
636084,11 1 
636397,77 64 
636402,17 68 
637308,7 74 
637308,7 65 
637308,7 3 
637490,07 66 
637502,85 69 
639074,19 75 
639122,3 66 
639137,4 69 
639776,88 75 
639853,89 66 
639871,29 69 
641072,96 75 
641230,07 66 
641239 69 
641322,67 68 
642117,75 74 
642117,75 65 
642117,75 3 
642229,91 66 
642239,71 69 
644860,8 75 
644926,77 66 
644942,15 69 
645691,2 65 
645691,2 1 
645711,2 75 
645786,05 66 
645792,78 69 
646126,1 68 
647164,59 74 
647164,59 4 
647306,01 66 
647310,61 69 
649585,41 75 
650217,38 66 
650229,2 69 
650328,37 75 
650470,44 66 
650479,41 69 
650873,02 75 
651222,81 64 
651230,15 68 
651302,4 74 
651302,4 65 
651302,4 3 
651486,08 66 
651496,86 69 
652904,44 75 
652994,39 66 
652998,06 69 
655316,6 68 
657020,67 74 
657020,67 65 
657020,67 3 
658522,15 66 
658535,48 69 
658638,25 75 
658730,95 66 
658735,84 69 
658926,29 75 
659034,24 66 
659036,19 69 
660196,78 75 
660353,86 66 
660370,24 69 
660825,91 75 
661065,86 64 
661070,79 68 
661305,66 74 
661305,66 4 
661498,14 66 
661504,45 69 
662508,3 75 
662567,63 66 
662572,19 69 
663789,37 75 
663893,47 66 
663906,29 69 
664740,8 75 
664802,84 66 
664807,42 69 
665324,54 68 
668420,24 74 
668420,24 65 
668420,24 3 
668618,04 66 
668626,5 69 
671580,68 75 
671722,7 66 
671728,94 69 
672061,59 75 
672310,01 66 
672313,02 69 
672429,71 68 
675512,07 74 
675512,07 65 
675512,07 3 
675665,97 66 
675681,87 69 
676796,69 75 
676879,73 66 
676882,92 69 
679005,48 75 
679222,4 66 
679234,65 69 
679518,5 68 
679602,29 74 
679602,29 65 
679602,29 3 
679832,95 66 
679835,24 69 
681576,99 75 
681698,14 66 
681703,35 69 
683621,54 68 
684844,97 74 
684844,97 4 
685506,11 66 
685522,73 69 
685656,42 75 
685837,88 66 
685839,89 69 
687608,34 75 
687742,29 66 
687758,08 69 
688566,83 75 
688670,19 66 
688675,22 69 
688858,74 68 
689154,03 74 
689154,03 65 
689154,03 3 
689342,23 66 
689359,19 69 
690184,43 65 
690184,43 1 
693021,31 75 
693182 64 
693195,29 68 
693920,6 74 
693920,6 65 
693920,6 3 
694010,26 66 
694012,8 69 
695323,64 75 
695385,9 66 
695396,96 69 
695857,98 75 
695942,37 66 
695947,45 69 
696188,57 75 
696278,31 66 
696281,08 69 
696992,81 75 
697122,24 66 
697131,62 69 
697932,55 68 
699496,93 74 
699496,93 4 
699582,38 66 
699600,13 69 
700544,29 75 
700734,31 66 
700751,08 69 
703503,54 68 
703836,36 74 
703836,36 4 
703984,04 65 
703984,04 1 
704366,64 66 
704370,48 69 
705776,77 75 
705914,45 66 
705921,71 69 
706356,52 75 
706510,17 66 
706522,15 69 
706888,64 75 
707038,31 66 
707055,87 69 
707846,05 75 
707902,29 64 
707906,52 68 
708348,92 74 
708348,92 65 
708348,92 3 
708422,13 66 
708423,56 69 
709633,07 75 
709697,82 66 
709708,01 69 
711100,21 75 
711230,34 66 
711242,67 69 
711713,65 75 
712011,24 66 
712026,49 69 
712085,98 75 
712262 66 
712276,51 69 
712359,98 68 
712680,04 74 
712680,04 4 
712908,22 66 
712910,32 69 
713340,49 75 
713477,58 66 
713494,11 69 
713996,75 75 
714145,91 66 
714161,26 69 
716696,67 68 
717784,8 74 
717784,8 65 
717784,8 3 
718146,1 66 
718148,01 69 
721168,55 75 
721257,22 66 
721266,7 69 
721785 75 
722176,02 64 
722184,17 68 
731304,46 74 
731304,46 65 
731304,46 3 
731733,95 66 
731741,55 69 
733083,98 65 
733083,98 1 
735310,75 68 
738183,93 65 
738183,93 1 
744213,47 74 
744213,47 4 
744714,72 66 
744717,88 69 
745685,01 65 
745685,01 1 
748220,96 68 
751484,05 65 
751484,05 1 
762233,75 203
762233,75 150
762233,75 179
763232,59 68 
771113,06 74 
771113,06 65 
771113,06 3 
771169,96 66 
771188,05 69 
771195,3 75 
771342,71 66 
771354,88 69 
775125,18 68 
778097,46 74 
778097,46 65 
778097,46 3 
778382,76 66 
778393,58 69 
782113,5 68 
782864,74 74 
782864,74 65 
782864,74 3 
783185,86 66 
783197,62 69 
785593,2 75 
785953,43 66 
785966,07 69 
786152,46 75 
786354,04 66 
786366,35 69 
786668,57 75 
786846,88 66 
786850,09 69 
786883,56 68 
787192,54 74 
787192,54 4 
787325,91 66 
787333,72 69 
789960,92 75 
790701,96 66 
790719,77 69 
791203,63 68 
793034,69 74 
793034,69 65 
793034,69 3 
799242,55 64 
799259,55 68 
799991,97 74 
799991,97 65 
799991,97 3 
800137,83 66 
800143,67 69 
800806,71 75 
800922,39 66 
800927,51 69 
801697,26 75 
801869,92 66 
801878,19 69 
802961,29 75 
803162,01 66 
803179,18 69 
803610,6 75 
803725,81 66 
803729,59 69 
804013,95 68 
804261,94 74 
804261,94 65 
804261,94 3 
804711,29 66 
804714,1 69 
805561,1 75 
805685,87 66 
805697,75 69 
806733,47 75 
806878,18 66 
806882,02 69 
808254,04 75 
808291,47 64 
808300,53 68 
808533,85 74 
808533,85 65 
808533,85 3 
808821,87 66 
808833,75 69 
810869,42 75 
810966,02 66 
810968,8 69 
811812,24 75 
811906,91 66 
811919,15 69 
812349,91 75 
812522,91 66 
812536,34 69 
812569,78 68 
812640,36 74 
812640,36 65 
812640,36 3 
812898,04 66 
812903,39 69 
813338,02 75 
813415,28 66 
813420,32 69 
813992,69 75 
814217,93 66 
814221,17 69 
814653,81 75 
814722,07 66 
814737,98 69 
815172,63 75 
815330,91 66 
815338,43 69 
816656,35 68 
818684,68 74 
818684,68 65 
818684,68 3 
819542,43 66 
819558,44 69 
820409,88 75 
820585,93 66 
820592,48 69 
822409,44 75 
822554,12 66 
822560,65 69 
822694,07 68 
823089,14 74 
823089,14 65 
823089,14 3 
823297,94 66 
823311,11 69 
827097,72 68 
839564,49 74 
839564,49 65 
839564,49 3 
839738,78 66 
839757,04 69 
843576,71 68 
843942,63 74 
843942,63 65 
843942,63 3 
844110,79 66 
844127,11 69 
847217,26 75 
847377,81 66 
847379,97 69 
847844,78 75 
847947,56 66 
847963,3 69 
847980,31 68 
848324,26 74 
848324,26 65 
848324,26 3 
848406,54 66 
848413,78 69 
852333,64 68 
853850,61 74 
853850,61 65 
853850,61 3 
854101,75 66 
854117,95 69 
857871,12 68 
857968,63 74 
857968,63 65 
857968,63 3 
858105,44 66 
858121,02 69 
860428,58 75 
860511,08 66 
860522,95 69 
861129,13 75 
861354,04 66 
861357,11 69 
861732,18 75 
861796,09 66 
861807,3 69 
861974,37 68 
862090 74 
862090 65 
862090 3 
862661,88 66 
862674,56 69 
865080,91 75 
865258,14 66 
865260,18 69 
865868,5 75 
866078,07 66 
866093,79 69 
866111,08 68 
866397,77 74 
866397,77 65 
866397,77 3 
867899,81 66 
867911,83 69 
867988,47 75 
868377,5 66 
868395,58 69 
868561,22 75 
869073,24 66 
869079,59 69 
869176,6 75 
869254,16 66 
869262,9 69 
870413,97 68 
873468,83 74 
873468,83 65 
873468,83 3 
873623,3 66 
873632,84 69 
877440,79 75 
877614,32 64 
877619,27 68 
878060,34 74 
878060,34 65 
878060,34 3 
878215,31 66 
878219,88 69 
881205,71 75 
881362,04 66 
881372,12 69 
882073,1 68 
883244,49 74 
883244,49 65 
883244,49 3 
883561,74 66 
883573,82 69 
885641,86 75 
885885,91 66 
885892,27 69 
887260,02 68 
887369,73 74 
887369,73 65 
887369,73 3 
887710,43 66 
887726,92 69 
891380,04 68 
892160,98 74 
892160,98 65 
892160,98 3 
892557,84 66 
892564,06 69 
896166,98 68 
897817,49 74 
897817,49 65 
897817,49 3 
898029,99 66 
898034,95 69 
901838,53 68 
910265,99 74 
910265,99 65 
910265,99 3 
910393,8 66 
910410,86 69 
914280,86 68 
914708,39 74 
914708,39 4 
915307,08 66 
915314,62 69 
915404,2 75 
915761,95 66 
915765 69 
918717,45 68 
918836,81 74 
918836,81 65 
918836,81 3 
919403,87 66 
919417,74 69 
922854 68 
924352,2 74 
924352,2 65 
924352,2 3 
924542,09 66 
924554,99 69 
928358,58 68 
931132,35 74 
931132,35 65 
931132,35 3 
931822,75 66 
931827,53 69 
935146,85 68 
938991,92 74 
938991,92 65 
938991,92 3 
939302,95 66 
939316,24 69 
943002,91 68 
944835,79 74 
944835,79 65 
944835,79 3 
945481,89 66 
945487,66 69 
946148,88 75 
946289,99 66 
946304,95 69 
948857,34 68 
949796,41 74 
949796,41 65 
949796,41 3 
950312,09 66 
950325,2 69 
953810,74 68 
954325,56 74 
954325,56 65 
954325,56 3 
954742,15 66 
954744,76 69 
958331,09 68 
959212,02 74 
959212,02 65 
959212,02 3 
959433,83 66 
959448,25 69 
961454,01 75 
961621,94 66 
961633,31 69 
962456,52 75 
962810,62 66 
962817,55 69 
962933,95 75 
963145,8 66 
963151,28 69 
963218,18 68 
964093,74 74 
964093,74 4 
964227,98 66 
964235,25 69 
967465,41 75 
967789,79 66 
967804,7 69 
968105,73 68 
973552,32 74 
973552,32 65 
973552,32 3 
973842,83 66 
973859,45 69 
977562,57 68 
979440,85 74 
979440,85 65 
979440,85 3 
979649,93 66 
979663,67 69 
983280,34 75 
983729,64 64 
983733,68 68 
983845,69 74 
983845,69 65 
983845,69 3 
984037,58 66 
984050,41 69 
985005,23 75 
985206,24 66 
985217,98 69 
986156,89 75 
986353,86 66 
986368,85 69 
987640,74 75 
987812,14 66 
987819,95 69 
987853,54 68 
988176,43 74 
988176,43 65 
988176,43 3 
988342,37 66 
988353,63 69 
989236 75 
989405,6 66 
989421,19 69 
989968,41 75 
990163,18 66 
990171,79 69 
990792,49 75 
990942,38 66 
990955,69 69 
991334,14 75 
991506,54 66 
991522,81 69 
991813,7 75 
991921,82 66 
991939,78 69 
992190,16 68 
993092,75 74 
993092,75 65 
993092,75 3 
993225,92 66 
993240,79 69 
993650,37 75 
994134,37 66 
994141,7 69 
994272,68 75 
994399,91 66 
994408,59 69 
994417,48 75 
994467,05 66 
994475,45 69 
995029,78 75 
995114,99 66 
995125,78 69 
997110,49 68 
1002768,67 74 
1002768,67 65 
1002768,67 3 
1002910,56 66 
1002915,02 69 
1004529,35 75 
1004670,01 66 
1004682,83 69 
1006784,62 68 
1013749,23 74 
1013749,23 4 
1013961,93 66 
1013973,17 69 
1017644,24 75 
1017866,43 64 
1017876,55 68 
1022447,61 74 
1022447,61 65 
1022447,61 3 
1022690,73 66 
1022696,56 69 
1024092,63 75 
1024261,75 66 
1024264,51 69 
1025145,03 75 
1025313,64 66 
1025315,33 69 
1025809,74 75 
1026033,72 66 
1026049,09 69 
1026373,04 75 
1026563,35 64 
1026566,53 68 
1027084,06 74 
1027084,06 65 
1027084,06 3 
1027266,46 66 
1027283,37 69 
1029128,99 75 
1029193,64 66 
1029201,52 69 
1029932,5 75 
1030026,74 66 
1030035,47 69 
1031103,17 68 
1031976,52 74 
1031976,52 65 
1031976,52 3 
1032114,11 66 
1032120,34 69 
1035990,32 68 
1037588,69 74 
1037588,69 65 
1037588,69 3 
1037694,59 66 
1037708,19 69 
1039332,65 75 
1039437,84 66 
1039442,88 69 
1041594,33 68 
1041880,56 74 
1041880,56 65 
1041880,56 3 
1042245,19 66 
1042261,44 69 
1045897,8 68 
1047470,29 74 
1047470,29 65 
1047470,29 3 
1047641,62 66 
1047648,89 69 
1051485,39 68 
1053292,11 74 
1053292,11 65 
1053292,11 3 
1053669,99 66 
1053686,81 69 
1054968,75 75 
1055081,68 66 
1055087,93 69 
1057306,65 68 
1057893,58 74 
1057893,58 65 
1057893,58 3 
1058141,68 66 
1058156,88 69 
1060410,56 75 
1060681,57 66 
1060692,52 69 
1061435,67 75 
1061869,87 66 
1061876,44 69 
1061910,4 68 
1063653,1 74 
1063653,1 4 
1064426,4 66 
1064428,5 69 
1064660,49 75 
1064781,52 66 
1064795,37 69 
1067664,38 68 
1067967,88 74 
1067967,88 65 
1067967,88 3 
1068257,32 66 
1068264,63 69 
1069296,4 75 
1069462,63 66 
1069465,66 69 
1070772,9 75 
1070865,77 66 
1070883,28 69 
1071984,43 68 
1073648,21 74 
1073648,21 65 
1073648,21 3 
1073922,15 66 
1073935,58 69 
1077655,38 68 
1078323,99 74 
1078323,99 65 
1078323,99 3 
1078414,5 66 
1078422,35 69 
1082342,19 68 
1083076,49 74 
1083076,49 65 
1083076,49 3 
1083257,86 66 
1083259,87 69 
1087056,08 75 
1087310,01 64 
1087312,99 68 
1087878,05 74 
1087878,05 65 
1087878,05 3 
1088125,87 66 
1088129,97 69 
1089469,51 75 
1089566,7 66 
1089580,9 69 
1089592,84 75 
1089650,26 66 
1089664,34 69 
1091899,68 68 
1095357,85 74 
1095357,85 65 
1095357,85 3 
1095441,72 66 
1095451,96 69 
1099371,94 68 
1101837,16 74 
1101837,16 65 
1101837,16 3 
1101978,21 66 
1101990,29 69 
1105860,85 68 
1113001,26 74 
1113001,26 65 
1113001,26 3 
1113289,81 66 
1113298,99 69 
1117018,69 68 
1129904,72 74 
