********************
Experiment,   Pi_Causal_5b
511284,53 75 
511442,54 66 
511456,67 69 
511814 75 
511979,13 66 
511990,42 69 
512274,44 68 
512916,73 74 
512916,73 4 
513017,73 66 
513024,49 69 
513217,39 75 
513382,33 66 
513391,52 69 
516432,37 75 
516974,3 64 
516977,98 68 
520745,21 65 
520745,21 1 
529316,17 74 
529316,17 65 
529316,17 3 
529606,87 66 
529620,52 69 
533323,64 68 
534350,93 74 
534350,93 4 
534678,18 66 
534691,11 69 
534772,45 75 
534871,91 66 
534874,68 69 
536412,76 75 
536706,14 66 
536709,26 69 
538345,18 65 
538345,18 1 
538360,79 68 
540036,85 74 
540036,85 4 
540189,97 66 
540195,64 69 
541097,39 75 
541254,01 66 
541263,02 69 
542989,69 75 
543178,17 66 
543180,97 69 
543952,04 75 
544066,01 64 
544081,58 68 
544450,47 74 
544450,47 4 
544582,09 66 
544598,62 69 
544980,74 75 
545158,53 66 
545165,72 69 
546298,2 75 
546463,53 66 
546466,7 69 
548468,45 68 
548844,51 74 
548844,51 65 
548844,51 3 
549030,33 66 
549035,62 69 
550077,14 75 
550330,63 66 
550336,46 69 
550350,47 75 
550421,12 66 
550436,39 69 
551494,17 75 
551665,93 66 
551670,82 69 
552036,55 75 
552206,22 66 
552221,18 69 
552855,13 68 
552884,24 74 
552884,24 65 
552884,24 3 
553130,13 66 
553138,4 69 
553616,74 75 
553692,62 66 
553705,59 69 
553916,35 75 
554014,96 66 
554022,47 69 
554049,46 75 
554186,94 66 
554189,41 69 
556152,08 75 
556306,22 66 
556307,57 69 
556481,49 75 
556702,15 66 
556707,85 69 
556891,59 68 
557048,75 74 
557048,75 65 
557048,75 3 
557330,36 66 
557341,6 69 
557408,45 75 
557605,91 66 
557608,61 69 
559948,9 75 
560065,77 66 
560077,45 69 
560830,02 75 
561186,22 64 
561194,68 68 
561273,01 74 
561273,01 4 
561765,51 66 
561778,48 69 
561893,59 75 
562078,76 66 
562095,37 69 
563028,39 75 
563166,22 66 
563179,68 69 
564197,93 75 
564322,45 66 
564330,35 69 
565281,1 68 
566532,68 74 
566532,68 65 
566532,68 3 
567394,59 66 
567399,76 69 
567556,83 75 
567682,68 66 
567699,55 69 
568461,07 75 
568562,63 66 
568567,1 69 
570552,08 68 
572112,65 74 
572112,65 65 
572112,65 3 
572753,96 66 
572770,04 69 
573236,45 75 
573417,99 66 
573420,66 69 
576122,81 68 
576316,38 74 
576316,38 65 
576316,38 3 
577030,16 66 
577039,97 69 
577751,56 75 
577888,16 66 
577891,07 69 
579744,84 75 
579811,06 66 
579825,47 69 
580326,13 68 
581652,41 74 
581652,41 4 
582215,59 66 
582227,26 69 
582330,29 75 
582509,75 66 
582527,61 69 
582761,31 75 
583149,49 66 
583161,44 69 
583293,61 75 
583394,13 66 
583411,65 69 
584840,69 75 
585200,67 66 
585213,27 69 
585545,15 65 
585545,15 1 
585663,29 68 
586845,08 65 
586845,08 1 
592912,75 74 
592912,75 4 
593210,03 66 
593219 69 
596922,13 68 
598729,87 74 
598729,87 65 
598729,87 3 
599017,97 66 
599023,43 69 
599908,5 75 
600010,04 66 
600024,22 69 
601768,68 75 
601983,95 66 
601992,4 69 
602698,05 75 
602890,78 64 
602893,51 68 
603085,73 74 
603085,73 65 
603085,73 3 
603501,76 66 
603510,2 69 
603841,95 75 
603946,73 66 
603960,54 69 
606472,6 75 
606554,17 66 
606562,82 69 
606911,58 75 
607121,94 64 
607129,64 68 
607482,5 74 
607482,5 4 
607875,08 66 
607880,46 69 
608038,09 75 
608187,35 66 
608197,25 69 
608845,16 65 
608845,16 1 
611499,79 68 
612960,43 74 
612960,43 4 
613453,76 66 
613467,81 69 
616345,3 65 
616345,3 1 
616970,53 68 
619546,38 65 
619546,38 1 
621945,16 65 
621945,16 1 
622345,11 65 
622345,11 1 
628236,8 74 
628236,8 4 
628382,05 66 
628396,01 69 
632248,82 68 
641664,69 74 
641664,69 65 
641664,69 3 
642021,75 66 
642022,84 69 
642940,28 75 
643097,99 66 
643107,05 69 
643941,62 75 
644181,98 66 
644191,27 69 
644900,69 75 
645122,22 66 
645125,44 69 
645584,85 75 
646406,62 64 
646409,94 68 
646493,23 74 
646493,23 65 
646493,23 3 
647422,09 66 
647427,18 69 
647676,79 75 
648459,44 66 
648461,15 69 
648589 75 
648945,52 65 
648945,52 1 
649471,22 66 
649478,65 69 
649920,85 75 
650402,18 66 
650412,86 69 
650512,8 68 
650523,12 74 
650523,12 65 
650523,12 3 
650837,77 66 
650846,24 69 
651772,86 75 
652273,92 66 
652280,79 69 
652472,46 75 
653209,87 66 
653214,82 69 
653740,43 75 
653934,06 66 
653948,7 69 
654549,32 68 
654964,58 74 
654964,58 4 
655161,47 66 
655166,54 69 
656496,5 75 
656709,93 66 
656717,74 69 
658969,43 68 
659445,29 65 
659445,29 1 
667729,32 74 
667729,32 65 
667729,32 3 
668069,8 66 
668076,06 69 
671581,61 75 
671707,6 66 
671712,42 69 
671746,45 68 
672583,99 74 
672583,99 4 
673021,7 66 
673030,05 69 
676227,81 75 
676482,76 66 
676499,18 69 
676599,42 68 
684324,96 74 
684324,96 65 
684324,96 3 
684677,73 66 
684688,71 69 
685445,49 65 
685445,49 1 
688341,86 68 
689772,75 74 
689772,75 65 
689772,75 3 
690006,39 66 
690026,13 69 
690245,16 65 
690245,16 1 
690668,75 75 
690765,45 66 
690776,81 69 
691053,06 75 
691105,48 66 
691110,64 69 
691416,97 75 
691541,84 66 
691545,07 69 
691816,54 75 
691934,33 66 
691944,35 69 
692128,49 75 
692287,11 66 
692294,62 69 
692322,07 75 
692561,7 66 
692578,16 69 
692606,49 75 
692799,73 66 
692811,78 69 
693779,08 68 
694486,56 74 
694486,56 65 
694486,56 3 
694589,77 66 
694596,26 69 
694982,35 75 
695202,17 66 
695214,02 69 
695680,46 75 
696561,54 66 
696564,58 69 
696877,87 75 
697137,93 66 
697148,29 69 
697401,16 75 
697469,25 66 
697481,88 69 
697532,9 75 
697729,44 66 
697732,46 69 
697772,46 75 
698049,95 66 
698065,65 69 
698340,36 75 
698724,79 64 
698732,86 68 
698766,41 74 
698766,41 4 
698985,89 66 
698999,77 69 
699638,09 75 
700031,29 66 
700034,01 69 
702140,89 75 
702310,26 66 
702318,87 69 
702785,99 68 
708245,16 65 
708245,16 1 
713385,26 74 
713385,26 4 
713805,77 66 
713811,26 69 
714865,02 75 
715610,78 66 
715612,34 69 
716800,53 75 
717221,83 66 
717230,42 69 
717397,13 68 
719253,09 74 
719253,09 4 
719474,02 66 
719481,93 69 
723268,22 68 
726477,13 74 
726477,13 4 
727002,08 66 
727004,47 69 
730490,72 68 
732424,57 74 
732424,57 65 
732424,57 3 
732741,8 66 
732758,69 69 
736048,5 75 
736205,87 66 
736211,52 69 
736445,39 68 
737124,32 74 
737124,32 65 
